,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
1234,landing,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1235,language,0.0,7.0,7.0,7.0,2.0,7.0,7.0
1236,lanka,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1237,lao,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1238,lapel,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1239,larger,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1240,largest,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1241,las,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1242,last,0.0,8.0,8.0,8.0,3.0,8.0,8.0
1243,lastfm,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1244,lastnameerror,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1245,lastnamefield,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1246,latest,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1247,latinos,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1248,latvia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1249,law,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1250,lawapplyassociate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1251,lawhybridapplyparalegal,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1252,lawhybridapplysenior,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1253,lawnyc,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1254,laws,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1255,lawsuit,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1256,lead,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1257,leadership,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1258,leading,0.0,3.0,3.0,3.0,1.0,3.0,3.0
1259,learn,0.0,20.0,20.0,20.0,3.0,20.0,20.0
1260,learning,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1261,least,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1262,leaving,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1263,lebanon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1264,left,0.0,9.0,9.0,9.0,0.0,9.0,9.0
1265,legal,0.0,7.0,7.0,7.0,0.0,7.0,7.0
1266,length,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1267,leone,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1268,les,0.0,0.0,0.0,0.0,8.0,0.0,0.0
1269,lesotho,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1270,less,0.0,1.0,1.0,1.0,4.0,1.0,1.0
1271,let,0.0,40.0,40.0,40.0,0.0,40.0,40.0
1272,letters,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1273,let’s,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1274,level,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1275,lgbtq,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1276,liberia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1277,libya,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1278,liechtenstein,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1279,life,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1280,ligation,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1281,like,0.0,5.0,5.0,5.0,10.0,5.0,5.0
1282,liked,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1283,line,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1284,linear,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1285,link,0.0,9.0,9.0,9.0,0.0,9.0,9.0
1286,linkedin,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1287,links,0.0,1.0,1.0,1.0,3.0,1.0,1.0
1288,list,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1289,lithuania,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1290,litigation,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1291,little,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1292,live,0.0,4.0,4.0,4.0,6.0,4.0,4.0
1293,lives,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1294,llcif,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1295,load,0.0,7.0,7.0,7.0,2.0,7.0,7.0
1296,loaded,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1297,loading,0.0,23.0,23.0,23.0,2.0,23.0,23.0
1298,loads,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1299,loathe,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1300,local,0.0,8.0,8.0,8.0,0.0,8.0,8.0
1301,locale,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1302,locally,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1303,locate,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1304,locating,0.0,1.0,1.0,1.0,2.0,1.0,1.0
1305,locations,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1306,lodash,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1307,loen,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1308,log,0.0,3.0,3.0,3.0,2.0,3.0,3.0
1309,long,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1310,look,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1311,looking,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1312,looks,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1313,los,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1314,louis,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1315,louisiana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1316,loving,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1317,lower,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1318,lucia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1319,luther,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1320,luxembourg,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1321,lynn,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1322,maarten,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1323,macao,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1324,macedonia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1325,madagascar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1326,made,0.0,2.0,2.0,2.0,2.0,2.0,2.0
1327,magazine,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1328,mail,0.0,14.0,14.0,14.0,0.0,14.0,14.0
1329,mailchecks,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1330,mailed,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1331,mailinfo,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1332,mailtoggle,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1333,main,0.0,53.0,53.0,53.0,1.0,53.0,53.0
1334,maine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1335,major,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1336,make,0.0,13.0,13.0,13.0,15.0,13.0,13.0
1337,makes,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1338,making,0.0,1.0,1.0,1.0,6.0,1.0,1.0
1339,malawi,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1340,malaysia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1341,maldives,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1342,males,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1343,mali,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1344,malta,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1345,man,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1346,manage,0.0,1.0,1.0,1.0,2.0,1.0,1.0
1347,managementnyc,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1348,many,0.0,5.0,5.0,5.0,2.0,5.0,5.0
1349,map,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1350,mapped,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1351,mappedfalse,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1352,mappedga,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1353,mappedms,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1354,mappedq,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1355,mappedtext,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1356,mappedtrue,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1357,maps,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1358,mar,0.0,3.0,3.0,3.0,2.0,3.0,3.0
1359,marchisello's,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1360,mariana,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1361,marino,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1362,market,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1363,marketing,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1364,marketingnew,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1365,marketplace,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1366,marketsource,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1367,marshall,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1368,martin,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1369,martinique,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1370,maryland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1371,massachusetts,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1372,masturbation,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1373,match,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1374,materials,0.0,1.0,1.0,1.0,0.0,1.0,2.0
1375,matter,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1376,mau,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1377,mauritania,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1378,mauritius,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1379,may,0.0,10.0,10.0,10.0,3.0,10.0,10.0
1380,maybe,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1381,mayen,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1382,mayotte,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1383,mcdonald,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1384,mcgrane,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1385,meal,0.0,1.0,0.0,1.0,0.0,1.0,1.0
1386,mean,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1387,meaningful,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1388,means,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1389,measures,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1390,media,0.0,2.0,2.0,2.0,2.0,2.0,2.0
1391,medica,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1392,medicaid,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1393,medical,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1394,medication,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1395,medium,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1396,member,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1397,membership,0.0,11.0,11.0,11.0,0.0,11.0,11.0
1398,memorial,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1399,men,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1400,men's,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1401,mental,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1402,mentions,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1403,menu,0.0,1.0,1.0,1.0,3.0,1.0,1.0
1404,meredith,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1405,merge,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1406,merges,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1407,message,0.0,8.0,8.0,8.0,5.0,8.0,8.0
1408,messageevent,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1409,messages,0.0,8.0,8.0,8.0,0.0,8.0,8.0
1410,meta,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1411,method,0.0,10.0,10.0,10.0,0.0,10.0,10.0
1412,methods,0.0,2.0,2.0,2.0,1.0,2.0,2.0
1413,metropolitan,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1414,mexico,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1415,micah,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1416,michigan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1417,microphone,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1418,microsoft,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1419,middle,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1420,midland's,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1421,midwest,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1422,might,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1423,million,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1424,millions,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1425,min,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1426,miniplayer,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1427,minnesota,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1428,minor,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1429,minus,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1430,minutes,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1431,miquelon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1432,miracles,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1433,mirena,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1434,misleading,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1435,missing,0.0,1.0,1.0,1.0,4.0,1.0,1.0
1436,mission,0.0,2.0,2.0,2.0,1.0,2.0,2.0
1437,mississippi,0.0,3.0,3.0,3.0,1.0,3.0,3.0
1438,missouri,0.0,3.0,3.0,3.0,1.0,3.0,3.0
1439,mmm,0.0,0.0,0.0,0.0,12.0,0.0,0.0
1440,mmmm,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1441,mobile,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1442,modal,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1443,mode,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1444,model,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1445,modern,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1446,modified,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1447,module,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1448,moldova,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1449,mon,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1450,monaco,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1451,monday,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1452,money,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1453,mongolia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1454,monitor,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1455,montana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1456,monte,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1457,montenegro,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1458,month,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1459,monthly,0.0,5.0,5.0,5.0,12.0,5.0,5.0
1460,months,0.0,9.0,9.0,9.0,0.0,9.0,9.0
1461,montserrat,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1462,more,0.0,37.0,36.0,37.0,10.0,37.0,37.0
1463,morning,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1464,morocco,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1465,most,0.0,11.0,11.0,11.0,3.0,11.0,11.0
1466,mountains,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1467,mousedown,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1468,move,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1469,moved,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1470,movie,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1471,moving,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1472,mozambique,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1473,much,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1474,multistep,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1475,must,0.0,6.0,6.0,6.0,3.0,6.0,6.0
1476,myanmar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1477,mypostrender,0.0,12.0,12.0,12.0,0.0,12.0,12.0
1478,mypresegue,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1479,myself,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1480,más,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1481,método,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1482,métodos,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1483,nairobinew,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1484,nairobioffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1485,name,0.0,12.0,12.0,12.0,3.0,12.0,12.0
1486,namibia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1487,narrated,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1488,nationally,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1489,nation’s,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1490,native,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1491,natural,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1492,nauru,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1493,nav,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1494,navigation,0.0,23.0,23.0,23.0,0.0,23.0,23.0
1495,near,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1496,nearest,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1497,nebraska,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1498,necesidades,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1499,necesitamos,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1500,necessary,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1501,need,0.0,10.0,10.0,10.0,4.0,10.0,10.0
1502,needed,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1503,needs,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1504,neither,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1505,neithercheck,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1506,nepal,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1507,netherlands,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1508,nevada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1509,never,0.0,3.0,3.0,3.0,6.0,3.0,3.0
1510,nevis,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1511,new,0.0,53.0,53.0,53.0,34.0,53.0,53.0
1512,newredirect,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1513,news,0.0,2.0,2.0,2.0,2.0,2.0,2.0
1514,newsletter,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1515,newsroom,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1516,next,0.0,3.0,3.0,3.0,3.0,3.0,3.0
1517,nicaragua,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1518,niger,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1519,nigeria,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1520,niue,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1521,nonbinary,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1522,none,0.0,9.0,9.0,9.0,0.0,9.0,9.0
1523,nonprofit,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1524,noreferrer,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1525,norfolk,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1526,normal,0.0,9.0,9.0,9.0,4.0,9.0,9.0
1527,north,0.0,24.0,24.0,24.0,3.0,24.0,24.0
1528,northern,0.0,4.0,4.0,4.0,2.0,4.0,4.0
1529,norway,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1530,nosotros,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1531,not,0.0,15.0,15.0,15.0,16.0,15.0,15.0
1532,note,0.0,2.0,2.0,2.0,3.0,2.0,2.0
1533,notes,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1534,notification,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1535,notifications,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1536,notify,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1537,nov,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1538,now,0.0,13.0,13.0,13.0,5.0,13.0,13.0
1539,nowpstdate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1540,nowpstday,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1541,nowpsthours,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1542,nowpstminutes,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1543,nowpststring,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1544,null,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1545,num,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1546,number,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1547,numpad,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1548,nuvaring,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1549,nuzzle,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1550,nynyc,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1551,nyoffice,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1552,nyt,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1553,obfuscation,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1554,object,0.0,1.0,1.0,1.0,2.0,1.0,1.0
1555,objects,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1556,observación,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1557,observer,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1558,obtain,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1559,occasionally,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1560,occured,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1561,ocean,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1562,oct,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1563,off,0.0,15.0,15.0,15.0,0.0,15.0,15.0
1564,offenders,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1565,offer,0.0,4.0,4.0,4.0,2.0,4.0,4.0
1566,offered,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1567,offers,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1568,office,0.0,11.0,11.0,11.0,0.0,11.0,11.0
1569,officeapplyaffiliate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1570,officeapplymanaging,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1571,officeapplymarketing,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1572,officedirect,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1573,officehybriddirect,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1574,officeoffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1575,officer,0.0,11.0,11.0,11.0,0.0,11.0,11.0
1576,officeremoteoffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1577,offices,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1578,officials,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1579,ohio,0.0,3.0,3.0,3.0,1.0,3.0,3.0
1580,oklahoma,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1581,old,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1582,oman,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1583,once,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1584,one,0.0,11.0,11.0,11.0,10.0,11.0,11.0
1585,online,0.0,17.0,17.0,17.0,0.0,17.0,17.0
1586,only,0.0,14.0,14.0,14.0,0.0,14.0,14.0
1587,onpolymerready,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1588,ont,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1589,opacity,0.0,22.0,22.0,22.0,0.0,22.0,22.0
1590,open,0.0,14.0,14.0,14.0,1.0,14.0,14.0
1591,opened,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1592,openly,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1593,opens,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1594,operated,0.0,7.0,7.0,7.0,0.0,7.0,7.0
1595,operating,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1596,operations,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1597,opportunities,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1598,opposite,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1599,option,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1600,optional,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1601,options,0.0,5.0,5.0,5.0,0.0,5.0,6.0
1602,optionvalue,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1603,oral,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1604,orchard,0.0,0.0,0.0,0.0,0.0,12.0,0.0
1605,oregon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1606,organization,0.0,3.0,3.0,3.0,3.0,3.0,3.0
1607,organizations,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1608,orientation,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1609,original,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1610,other,0.0,17.0,17.0,17.0,4.0,17.0,17.0
1611,otherwise,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1612,our,0.0,74.0,73.0,74.0,30.0,74.0,74.0
1613,ourselves”,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1614,out,0.0,21.0,21.0,21.0,28.0,21.0,21.0
1615,outlying,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1616,outside,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1617,over,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1618,overlay,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1619,overview,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1620,own,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1621,pacific,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1622,pad,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1623,page,0.0,7.0,7.0,7.0,1.0,7.0,7.0
1624,pagejobs,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1625,pages,0.0,3.0,3.0,3.0,3.0,3.0,3.0
1626,pakistan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1627,palau,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1628,panama,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1629,papilloma,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1630,papua,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1631,parade,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1632,paragard,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1633,paragraph,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1634,paraguay,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1635,parameter,0.0,1.0,1.0,1.0,0.0,1.0,1.0
