,token,Total0,Total1,Total2,Total3
1896,sizes,2.0,0.0,0.0,2.0
1897,skidmore,0.0,0.0,130.0,0.0
1898,skip,1.0,0.0,50.0,1.0
1899,skyla,1.0,0.0,0.0,1.0
1900,sleeve,3.0,0.0,0.0,3.0
1901,slow,1.0,0.0,0.0,1.0
1902,small,4.0,0.0,0.0,4.0
1903,smooth,1.0,0.0,0.0,1.0
1904,snyder,0.0,0.0,130.0,0.0
1905,sobre,1.0,0.0,0.0,1.0
1906,social,4.0,0.0,0.0,4.0
1907,socks,1.0,0.0,0.0,1.0
1908,soldier,0.0,0.0,130.0,0.0
1909,sole,0.0,0.0,1.0,0.0
1910,solid,96.0,0.0,100.0,96.0
1911,some,3.0,0.0,19.0,3.0
1912,someone,3.0,0.0,1.0,3.0
1913,son,6.0,0.0,0.0,6.0
1914,soon,2.0,0.0,0.0,2.0
1915,sorry,4.0,0.0,1.0,4.0
1916,source,2.0,0.0,0.0,2.0
1917,south,10.0,0.0,230.0,5.0
1918,southeast,4.0,0.0,0.0,4.0
1919,southern,3.0,0.0,0.0,3.0
1920,southwest,6.0,0.0,0.0,6.0
1921,space,1.0,0.0,0.0,1.0
1922,span,8.0,0.0,0.0,8.0
1923,speak,6.0,0.0,0.0,6.0
1924,special,0.0,0.0,1.0,0.0
1925,specialize,0.0,0.0,1.0,0.0
1926,specializes,0.0,0.0,24.0,0.0
1927,specializing,0.0,0.0,1.0,0.0
1928,specialty,1.0,0.0,0.0,1.0
1929,specific,2.0,0.0,0.0,2.0
1930,spiritual,0.0,0.0,1.0,0.0
1931,spot,7.0,0.0,0.0,7.0
1932,sprague,0.0,0.0,130.0,0.0
1933,springfield,0.0,0.0,130.0,0.0
1934,springs,0.0,0.0,148.0,0.0
1935,ssr,2.0,0.0,2.0,2.0
1936,staff,5.0,0.0,0.0,5.0
1937,stand,3.0,0.0,0.0,3.0
1938,standard,2.0,0.0,0.0,2.0
1939,standing,1.0,0.0,0.0,1.0
1940,stanton,0.0,0.0,130.0,0.0
1941,start,6.0,0.0,30.0,6.0
1942,started,0.0,0.0,2.0,0.0
1943,state,16.0,0.0,2.0,16.0
1944,statement,2.0,0.0,0.0,2.0
1945,statementisnotterminated,4.0,0.0,0.0,4.0
1946,states,18.0,0.0,25.0,18.0
1947,stay,3.0,0.0,0.0,3.0
1948,std,8.0,0.0,92.0,8.0
1949,stds,1.0,0.0,0.0,1.0
1950,step,1.0,0.0,15.0,1.0
1951,sterilization,2.0,0.0,0.0,2.0
1952,sterling,0.0,0.0,130.0,0.0
1953,sticky,8.0,0.0,0.0,8.0
1954,still,4.0,0.0,15.0,4.0
1955,stop,5.0,0.0,19.0,5.0
1956,storage,1.0,0.0,0.0,1.0
1957,store,8.0,0.0,0.0,8.0
1958,storenow,2.0,0.0,0.0,2.0
1959,story,6.0,0.0,0.0,6.0
1960,straight,1.0,0.0,0.0,1.0
1961,strategyapplyvice,1.0,0.0,0.0,1.0
1962,strategynyc,1.0,0.0,0.0,1.0
1963,strategyoffice,1.0,0.0,0.0,1.0
1964,strategyremoteoffice,1.0,0.0,0.0,1.0
1965,street,1.0,0.0,0.0,0.0
1966,string,6.0,0.0,0.0,6.0
1967,strings,1.0,0.0,0.0,1.0
1968,strong,1.0,0.0,0.0,1.0
1969,stronger,2.0,0.0,0.0,2.0
1970,strongly,0.0,0.0,8.0,0.0
1971,stub,2.0,0.0,0.0,2.0
1972,stunt,1.0,0.0,0.0,1.0
1973,style,1.0,0.0,0.0,1.0
1974,styles,4.0,0.0,0.0,4.0
1975,styling,3.0,0.0,0.0,3.0
1976,stylize,4.0,0.0,0.0,4.0
1977,subject,1.0,0.0,0.0,1.0
1978,submission,2.0,0.0,0.0,2.0
1979,submit,7.0,0.0,0.0,7.0
1980,submitbtn,1.0,0.0,0.0,1.0
1981,submitpresegue,2.0,0.0,0.0,2.0
1982,submitsegue,4.0,0.0,0.0,4.0
1983,submitted,2.0,0.0,0.0,2.0
1984,subscribe,4.0,0.0,0.0,4.0
1985,such,4.0,0.0,1.0,4.0
1986,suite,0.0,0.0,50.0,0.0
1987,sun,1.0,0.0,0.0,1.0
1988,sunday,3.0,0.0,0.0,3.0
1989,superior,0.0,0.0,7.0,0.0
1990,support,3.0,0.0,5.0,3.0
1991,supporting,1.0,0.0,0.0,1.0
1992,supports,2.0,0.0,0.0,2.0
1993,supreme,3.0,0.0,0.0,3.0
1994,sure,6.0,0.0,1.0,6.0
1995,surgical,0.0,0.0,782.0,0.0
1996,surrounding,0.0,0.0,50.0,0.0
1997,survey,2.0,0.0,0.0,2.0
1998,survive,0.0,0.0,2.0,0.0
1999,svg,3.0,0.0,0.0,3.0
2000,svp,4.0,0.0,0.0,4.0
2001,symptoms,2.0,0.0,0.0,2.0
2002,sync,1.0,0.0,0.0,1.0
2003,syntax,1.0,0.0,0.0,1.0
2004,syracuse,0.0,0.0,130.0,0.0
2005,tablet,0.0,0.0,15.0,0.0
2006,tablets,0.0,0.0,30.0,0.0
2007,tabor,0.0,0.0,130.0,0.0
2008,tabs,1.0,0.0,0.0,1.0
2009,tag,2.0,0.0,0.0,2.0
2010,tailored,0.0,0.0,1.0,0.0
2011,take,13.0,0.0,82.0,13.0
2012,takes,0.0,0.0,15.0,0.0
2013,taking,3.0,0.0,15.0,3.0
2014,talk,2.0,0.0,1.0,2.0
2015,talking,1.0,0.0,0.0,1.0
2016,talmage,0.0,0.0,130.0,0.0
2017,taraji,2.0,0.0,0.0,2.0
2018,target,10.0,0.0,0.0,10.0
2019,targeted,0.0,0.0,1.0,0.0
2020,tarkio,0.0,0.0,142.0,0.0
2021,tax,6.0,0.0,0.0,6.0
2022,team,1.0,0.0,103.0,1.0
2023,tecumseh,0.0,0.0,146.0,0.0
2024,teens,4.0,0.0,0.0,4.0
2025,tekamah,0.0,0.0,130.0,0.0
2026,telecommuteroffice,2.0,0.0,0.0,2.0
2027,telehealth,10.0,0.0,0.0,10.0
2028,telemetrybasedata,2.0,0.0,0.0,2.0
2029,telemetryitem,2.0,0.0,0.0,2.0
2030,telephone,2.0,0.0,1.0,2.0
2031,tell,5.0,0.0,0.0,5.0
2032,templeton,0.0,0.0,146.0,0.0
2033,temporarily,1.0,0.0,0.0,1.0
2034,ten,0.0,0.0,31.0,0.0
2035,tennessee,3.0,0.0,0.0,3.0
2036,term,1.0,0.0,86.0,1.0
2037,terminate,0.0,0.0,1.0,0.0
2038,termination,0.0,0.0,1.0,0.0
2039,terms,10.0,0.0,61.0,10.0
2040,test,3.0,0.0,9.0,3.0
2041,testing,9.0,0.0,68.0,9.0
2042,tests,0.0,0.0,15.0,0.0
2043,texas,2.0,0.0,0.0,2.0
2044,text,7.0,0.0,0.0,7.0
2045,textarea,2.0,0.0,0.0,2.0
2046,textchange,1.0,0.0,0.0,1.0
2047,than,5.0,0.0,42.0,5.0
2048,thank,5.0,0.0,0.0,5.0
2049,thanksgiving,1.0,0.0,0.0,1.0
2050,that's,1.0,0.0,0.0,1.0
2051,theater,1.0,0.0,0.0,1.0
2052,their,2.0,0.0,7.0,2.0
2053,them,5.0,0.0,15.0,5.0
2054,theme,1.0,0.0,0.0,1.0
2055,then,3.0,0.0,0.0,3.0
2056,therapy,5.0,0.0,0.0,5.0
2057,there,2.0,0.0,17.0,2.0
2058,there's,2.0,0.0,0.0,2.0
2059,there’s,2.0,0.0,0.0,2.0
2060,these,2.0,0.0,6.0,2.0
2061,they,7.0,0.0,3.0,7.0
2062,they're,1.0,0.0,0.0,1.0
2063,they’re,1.0,0.0,0.0,1.0
2064,they’ve,2.0,0.0,0.0,2.0
2065,the…,0.0,0.0,6.0,0.0
2066,thin,1.0,0.0,0.0,1.0
2067,thing,1.0,0.0,0.0,1.0
2068,think,5.0,0.0,2.0,5.0
2069,third,0.0,0.0,403.0,0.0
2070,third…,0.0,0.0,1.0,0.0
2071,this,86.0,0.0,143.0,86.0
2072,thisplugin,1.0,0.0,0.0,1.0
2073,those,3.0,0.0,0.0,3.0
2074,thousands,1.0,0.0,0.0,1.0
2075,three,0.0,0.0,15.0,0.0
2076,through,11.0,0.0,2.0,11.0
2077,throughout,0.0,0.0,27.0,0.0
2078,thurman,0.0,0.0,130.0,0.0
2079,thurs,1.0,0.0,0.0,1.0
2080,thursday,2.0,0.0,25.0,2.0
2081,ticket©,1.0,0.0,0.0,1.0
2082,tiene,1.0,0.0,0.0,1.0
2083,tienes,0.0,0.0,1.0,0.0
2084,tiktok,1.0,0.0,0.0,1.0
2085,tile,1.0,0.0,0.0,1.0
2086,time,6.0,0.0,2.0,6.0
2087,timefull,1.0,0.0,0.0,1.0
2088,timeno,1.0,0.0,0.0,1.0
2089,times,2.0,0.0,0.0,2.0
2090,tipsheet,1.0,0.0,0.0,1.0
2091,title,1.0,0.0,0.0,1.0
2092,toastfadein,9.0,0.0,0.0,9.0
2093,today,2.0,0.0,0.0,2.0
2094,together,0.0,0.0,1.0,0.0
2095,toggle,23.0,0.0,0.0,23.0
2096,toggling,1.0,0.0,0.0,1.0
2097,token,2.0,0.0,1.0,2.0
2098,tomar,1.0,0.0,0.0,1.0
2099,too,2.0,0.0,0.0,2.0
2100,tool,1.0,0.0,0.0,1.0
2101,top,8.0,0.0,0.0,8.0
2102,touch,1.0,0.0,0.0,1.0
2103,tov,1.0,0.0,0.0,1.0
2104,town,0.0,0.0,130.0,0.0
2105,to…,0.0,0.0,5.0,0.0
2106,tracker,1.0,0.0,0.0,1.0
2107,tracking,1.0,0.0,0.0,1.0
2108,tract,1.0,0.0,0.0,1.0
2109,trade,0.0,0.0,1.0,0.0
2110,trained,1.0,0.0,0.0,1.0
2111,trans,1.0,0.0,0.0,1.0
2112,transaction,5.0,0.0,0.0,5.0
2113,transformation,1.0,0.0,0.0,1.0
2114,transgender,5.0,0.0,0.0,5.0
2115,transition,1.0,0.0,0.0,1.0
2116,transitions,1.0,0.0,0.0,1.0
2117,transmitted,4.0,0.0,0.0,4.0
2118,transparent,1.0,0.0,0.0,1.0
2119,tratando,1.0,0.0,0.0,1.0
2120,treated,0.0,0.0,25.0,0.0
2121,treatment,5.0,0.0,93.0,5.0
2122,treatments,1.0,0.0,0.0,1.0
2123,treynor,0.0,0.0,130.0,0.0
2124,tribute,1.0,0.0,0.0,1.0
2125,tricare,1.0,0.0,0.0,1.0
2126,trigger,4.0,0.0,0.0,4.0
2127,trimester,0.0,0.0,1109.0,0.0
2128,true,2.0,0.0,0.0,2.0
2129,truly,1.0,0.0,0.0,1.0
2130,trust,0.0,0.0,21.0,0.0
2131,trusted,5.0,0.0,0.0,5.0
2132,try,7.0,0.0,2.0,7.0
2133,trying,1.0,0.0,0.0,1.0
2134,trymonthlynotice,1.0,0.0,0.0,1.0
2135,tubal,2.0,0.0,0.0,2.0
2136,tues,1.0,0.0,0.0,1.0
2137,tuesday,2.0,0.0,0.0,2.0
2138,turn,1.0,0.0,0.0,1.0
2139,turned,2.0,0.0,0.0,2.0
2140,twice,2.0,0.0,0.0,2.0
2141,twitter,3.0,0.0,139.0,3.0
2142,two,2.0,0.0,45.0,2.0
2143,type,1.0,0.0,66.0,1.0
2144,typeallfull,1.0,0.0,0.0,1.0
2145,typeof,2.0,0.0,0.0,2.0
2146,types,1.0,0.0,0.0,1.0
2147,typethis,1.0,0.0,0.0,1.0
2148,uehling,0.0,0.0,142.0,0.0
2149,ultrasound,0.0,0.0,10.0,0.0
2150,una,0.0,0.0,1.0,0.0
2151,unable,3.0,0.0,0.0,3.0
2152,unadilla,0.0,0.0,130.0,0.0
2153,unavailable,1.0,0.0,0.0,1.0
2154,uncheck,2.0,0.0,0.0,2.0
2155,unchecked,2.0,0.0,0.0,2.0
2156,uncomment,1.0,0.0,0.0,1.0
2157,undefined,1.0,0.0,0.0,1.0
2158,under,12.0,0.0,0.0,12.0
2159,underneath,2.0,0.0,0.0,2.0
2160,understand,0.0,0.0,2.0,0.0
2161,understands,0.0,0.0,1.0,0.0
2162,underwood,0.0,0.0,130.0,0.0
2163,unemployment,1.0,0.0,0.0,1.0
2164,union,0.0,0.0,130.0,0.0
2165,unique,2.0,0.0,1.0,2.0
2166,united,1.0,0.0,26.0,1.0
2167,unless,1.0,0.0,0.0,1.0
2168,unlimited,1.0,0.0,0.0,1.0
2169,unnecessary,2.0,0.0,0.0,2.0
2170,uno,2.0,0.0,0.0,2.0
2171,unplanned,0.0,0.0,15.0,0.0
2172,unsubscribe,1.0,0.0,0.0,1.0
2173,until,6.0,0.0,0.0,6.0
2174,unusual,0.0,0.0,1.0,0.0
2175,unwanted,0.0,0.0,15.0,0.0
2176,update,1.0,0.0,0.0,1.0
2177,updateaffiliateid,3.0,0.0,0.0,3.0
2178,updated,1.0,0.0,1.0,1.0
2179,updates,4.0,0.0,0.0,4.0
2180,updating,1.0,0.0,0.0,1.0
2181,uphold,0.0,0.0,1.0,0.0
2182,uploading,1.0,0.0,0.0,1.0
2183,uplog,1.0,0.0,0.0,1.0
2184,upon,2.0,0.0,0.0,2.0
2185,upper,0.0,0.0,30.0,0.0
2186,urban,2.0,0.0,0.0,2.0
2187,urinary,1.0,0.0,0.0,1.0
2188,url,2.0,0.0,0.0,2.0
2189,usa,1.0,0.0,0.0,1.0
2190,usar,2.0,0.0,0.0,2.0
2191,usd,2.0,0.0,0.0,2.0
2192,use,15.0,0.0,4.0,15.0
2193,usecontact,2.0,0.0,0.0,2.0
2194,used,14.0,0.0,16.0,14.0
2195,usematchviewport,1.0,0.0,1.0,1.0
2196,user,12.0,0.0,0.0,12.0
2197,username,0.0,0.0,150.0,0.0
2198,users,1.0,0.0,0.0,1.0
2199,uses,1.0,0.0,50.0,1.0
2200,usif,0.0,0.0,1.0,0.0
2201,using,0.0,0.0,33.0,0.0
2202,usual,0.0,0.0,25.0,0.0
2203,usually,0.0,0.0,15.0,0.0
2204,uterus,0.0,0.0,30.0,0.0
2205,vaccine,4.0,0.0,0.0,4.0
2206,vaccines,5.0,0.0,0.0,5.0
2207,vagina,4.0,0.0,0.0,4.0
2208,val,1.0,0.0,0.0,1.0
2209,valid,4.0,0.0,50.0,4.0
2210,validated,4.0,0.0,0.0,4.0
2211,validation,6.0,0.0,0.0,6.0
2212,valley,0.0,0.0,272.0,0.0
2213,valparaiso,0.0,0.0,130.0,0.0
2214,valuable,3.0,0.0,0.0,3.0
2215,value,13.0,0.0,0.0,13.0
2216,values,2.0,0.0,0.0,2.0
2217,valueyes,2.0,0.0,0.0,2.0
2218,var,140.0,0.0,351.0,140.0
2219,variable,4.0,0.0,0.0,4.0
2220,variables,2.0,0.0,0.0,2.0
2221,variableusedoutofscope,2.0,0.0,0.0,2.0
2222,various,1.0,0.0,0.0,1.0
2223,vars,1.0,0.0,0.0,1.0
2224,verify,0.0,0.0,50.0,0.0
2225,version,1.0,0.0,75.0,1.0
2226,very,0.0,0.0,8.0,0.0
2227,via,3.0,0.0,0.0,3.0
2228,viability,0.0,0.0,1.0,0.0
2229,vice,14.0,0.0,0.0,14.0
2230,video,38.0,0.0,0.0,38.0
2231,videos,6.0,0.0,1.0,6.0
2232,view,8.0,0.0,0.0,8.0
2233,viewing,0.0,0.0,1.0,0.0
2234,villisca,0.0,0.0,146.0,0.0
2235,virtual,2.0,0.0,0.0,2.0
2236,visible,1.0,0.0,0.0,1.0
2237,visit,3.0,0.0,2.0,3.0
2238,visiting,0.0,0.0,1.0,0.0
2239,visual,1.0,0.0,0.0,1.0
2240,vital,4.0,0.0,0.0,4.0
2241,vms,1.0,0.0,0.0,1.0
2242,void,4.0,0.0,0.0,4.0
2243,volunteer,10.0,0.0,0.0,10.0
2244,volunteering,4.0,0.0,0.0,4.0
2245,volunteers,1.0,0.0,0.0,1.0
2246,voting,2.0,0.0,0.0,2.0
2247,vulva,2.0,0.0,0.0,2.0
2248,wade,1.0,0.0,0.0,1.0
2249,wahoo,0.0,0.0,142.0,0.0
2250,wait,1.0,0.0,75.0,1.0
2251,waiting,1.0,0.0,1.0,1.0
2252,walnut,0.0,0.0,130.0,0.0
2253,walton,0.0,0.0,130.0,0.0
2254,want,12.0,0.0,26.0,12.0
2255,warranty,0.0,0.0,1.0,0.0
2256,washington,3.0,0.0,130.0,3.0
2257,watch,1.0,0.0,0.0,1.0
2258,watching,1.0,0.0,0.0,1.0
2259,water,0.0,0.0,130.0,0.0
2260,waterloo,0.0,0.0,130.0,0.0
2261,watson,0.0,0.0,130.0,0.0
2262,waverly,0.0,0.0,130.0,0.0
2263,way,0.0,0.0,17.0,0.0
2264,ways,6.0,0.0,0.0,6.0
2265,we'll,3.0,0.0,0.0,3.0
2266,we're,2.0,0.0,42.0,2.0
2267,we've,1.0,0.0,0.0,1.0
2268,wear,1.0,0.0,0.0,1.0
2269,website,6.0,0.0,0.0,6.0
2270,website's,2.0,0.0,0.0,2.0
2271,wed,1.0,0.0,0.0,1.0
2272,wednesday,2.0,0.0,0.0,2.0
2273,week,0.0,0.0,27.0,0.0
2274,weekday,1.0,0.0,0.0,1.0
2275,weeks,0.0,0.0,503.0,0.0
2276,weeping,0.0,0.0,130.0,0.0
2277,well,2.0,0.0,50.0,2.0
2278,wellmark,1.0,0.0,0.0,1.0
2279,wellness,5.0,0.0,0.0,5.0
2280,went,1.0,0.0,0.0,1.0
2281,west,0.0,0.0,142.0,0.0
2282,westboro,0.0,0.0,130.0,0.0
2283,weston,0.0,0.0,130.0,0.0
2284,westphalia,0.0,0.0,130.0,0.0
2285,westpoint,0.0,0.0,130.0,0.0
2286,we’ll,3.0,0.0,0.0,3.0
2287,we’re,2.0,0.0,0.0,2.0
2288,we’ve,1.0,0.0,0.0,1.0
2289,what,14.0,0.0,45.0,14.0
2290,whatever,1.0,0.0,0.0,1.0
2291,when,25.0,0.0,16.0,25.0
2292,whenever,1.0,0.0,0.0,1.0
2293,where,2.0,0.0,0.0,2.0
2294,wherever,1.0,0.0,16.0,1.0
2295,whether,1.0,0.0,1.0,1.0
2296,which,1.0,0.0,17.0,1.0
2297,while,7.0,0.0,26.0,7.0
2298,white,0.0,0.0,50.0,0.0
2299,who,6.0,0.0,19.0,6.0
2300,why,3.0,0.0,0.0,3.0
2301,width,5.0,0.0,0.0,5.0
2302,wilber,0.0,0.0,130.0,0.0
2303,willamette,2.0,0.0,0.0,2.0
2304,williamette,1.0,0.0,0.0,1.0
2305,willing,3.0,0.0,0.0,3.0
2306,win,1.0,0.0,0.0,1.0
2307,window,3.0,0.0,0.0,3.0
2308,winslow,0.0,0.0,130.0,0.0
2309,wiota,0.0,0.0,130.0,0.0
2310,wish,2.0,0.0,0.0,2.0
2311,wisner,0.0,0.0,130.0,0.0
2312,withdrawal,2.0,0.0,0.0,2.0
2313,within,1.0,0.0,27.0,1.0
2314,without,5.0,0.0,4.0,5.0
2315,witt,0.0,0.0,130.0,0.0
2316,women,1.0,0.0,19.0,1.0
2317,women's,7.0,0.0,0.0,7.0
2318,won't,3.0,0.0,0.0,3.0
2319,woodbine,0.0,0.0,130.0,0.0
2320,word,1.0,0.0,0.0,1.0
2321,wordexp,1.0,0.0,0.0,1.0
2322,words,2.0,0.0,0.0,2.0
2323,work,7.0,0.0,1.0,7.0
2324,works,3.0,0.0,0.0,3.0
2325,workstest,1.0,0.0,0.0,1.0
2326,world,1.0,0.0,0.0,1.0
2327,worried,1.0,0.0,1.0,1.0
2328,would,3.0,0.0,43.0,3.0
2329,wrap,1.0,0.0,0.0,1.0
2330,write,1.0,0.0,0.0,1.0
2331,writing,1.0,0.0,0.0,1.0
2332,wrong,0.0,0.0,1.0,0.0
2333,wyoming,0.0,0.0,12.0,0.0
2334,yard,1.0,0.0,0.0,1.0
2335,year,18.0,0.0,0.0,18.0
2336,year's,1.0,0.0,0.0,1.0
2337,years,61.0,0.0,2.0,61.0
2338,yet,0.0,0.0,16.0,0.0
2339,york,2.0,0.0,0.0,2.0
2340,yorktown,0.0,0.0,130.0,0.0
2341,you,119.0,0.0,385.0,119.0
2342,you'll,1.0,0.0,0.0,1.0
2343,you're,1.0,0.0,0.0,1.0
2344,younextclear,1.0,0.0,0.0,1.0
2345,young,1.0,0.0,0.0,1.0
2346,your,160.0,0.0,434.0,160.0
2347,yourself,1.0,0.0,0.0,1.0
2348,youtube,2.0,0.0,0.0,2.0
2349,you’re,1.0,0.0,0.0,1.0
2350,ytinitialdata,1.0,0.0,0.0,1.0
2351,yutan,0.0,0.0,130.0,0.0
2352,zip,10.0,0.0,0.0,10.0
2353,​we,0.0,0.0,1.0,0.0
2354,“disaster”,0.0,0.0,1.0,0.0
2355,“little”,0.0,0.0,1.0,0.0
2356,“period,0.0,0.0,1.0,0.0
2357,“terms,0.0,0.0,1.0,0.0
2358,“your,0.0,0.0,1.0,0.0
