,token,Total0,Total1,Total2,Total3,Total4
4064,restrictions,0.0,4.0,0.0,0.0,0.0
4065,result,0.0,1.0,0.0,0.0,0.0
4066,results,0.0,7.0,0.0,0.0,0.0
4067,resumen,0.0,1.0,0.0,0.0,0.0
4068,retain,0.0,1.0,0.0,0.0,0.0
4069,retention,0.0,0.0,1.0,1.0,1.0
4070,retrieve,0.0,1.0,0.0,0.0,0.0
4071,retrieving,0.0,0.0,0.0,2.0,2.0
4072,retroactively,0.0,1.0,0.0,0.0,0.0
4073,return,0.0,86.0,43.0,35.0,35.0
4074,returning,0.0,50.0,0.0,0.0,0.0
4075,returns,0.0,0.0,2.0,2.0,2.0
4076,reusable,0.0,1.0,0.0,0.0,0.0
4077,revenue,0.0,31.0,1.0,1.0,1.0
4078,review,0.0,4.0,4.0,4.0,4.0
4079,reviewwho,0.0,3.0,0.0,0.0,0.0
4080,revise,0.0,1.0,0.0,0.0,0.0
4081,revisions,0.0,1.0,0.0,0.0,0.0
4082,revolutionary,0.0,1.0,0.0,0.0,0.0
4083,rewards,0.0,1.0,0.0,0.0,0.0
4084,rice,0.0,5.0,0.0,0.0,0.0
4085,rich,0.0,2.0,0.0,0.0,0.0
4086,ricoqatarromaniarussian,0.0,1.0,0.0,0.0,0.0
4087,ricotta,0.0,1.0,0.0,0.0,0.0
4088,rid,0.0,1.0,0.0,0.0,0.0
4089,riesgo,0.0,2.0,0.0,0.0,0.0
4090,right,0.0,87.0,6.0,9.0,9.0
4091,rightclick,0.0,0.0,1.0,1.0,1.0
4092,rights,0.0,33.0,9.0,9.0,9.0
4093,rigorous,0.0,2.0,0.0,0.0,0.0
4094,ripe,0.0,1.0,0.0,0.0,0.0
4095,rise,0.0,1.0,0.0,0.0,0.0
4096,risk,0.0,256.0,1.0,1.0,1.0
4097,risks,0.0,3.0,0.0,0.0,0.0
4098,riverside,0.0,1.0,0.0,0.0,0.0
4099,roach,0.0,1.0,0.0,0.0,0.0
4100,road,0.0,2.0,0.0,0.0,0.0
4101,roasted,0.0,7.0,0.0,0.0,0.0
4102,roasting,0.0,3.0,0.0,0.0,0.0
4103,robotic,0.0,6.0,0.0,0.0,0.0
4104,robust,0.0,2.0,0.0,0.0,0.0
4105,rocky,0.0,0.0,5.0,5.0,5.0
4106,roe,0.0,0.0,2.0,2.0,2.0
4107,roja,0.0,1.0,0.0,0.0,0.0
4108,role,0.0,3.0,0.0,0.0,0.0
4109,roll,0.0,1.0,0.0,0.0,0.0
4110,rolled,0.0,1.0,0.0,0.0,0.0
4111,rolling,0.0,1.0,0.0,0.0,0.0
4112,romantic,0.0,1.0,0.0,0.0,0.0
4113,roo,0.0,0.0,3.0,3.0,3.0
4114,room,0.0,34.0,0.0,0.0,0.0
4115,roomcontactmake,0.0,1.0,0.0,0.0,0.0
4116,rooms,0.0,3.0,0.0,0.0,0.0
4117,root,0.0,0.0,1.0,1.0,1.0
4118,roots,0.0,2.0,0.0,0.0,0.0
4119,rose,0.0,2.0,0.0,0.0,0.0
4120,rotating,0.0,2.0,0.0,0.0,0.0
4121,rotations,0.0,2.0,0.0,0.0,0.0
4122,rounds,0.0,4.0,0.0,0.0,0.0
4123,routine,0.0,3.0,0.0,0.0,0.0
4124,row,0.0,11.0,0.0,0.0,0.0
4125,rowfor,0.0,1.0,0.0,0.0,0.0
4126,roxana,0.0,31.0,0.0,0.0,0.0
4127,rss,0.0,10.0,0.0,0.0,0.0
4128,rsv,0.0,1.0,0.0,0.0,0.0
4129,rubber,0.0,1.0,0.0,0.0,0.0
4130,rule,0.0,2.0,0.0,0.0,0.0
4131,run,0.0,4.0,2.0,2.0,2.0
4132,running,0.0,6.0,2.0,2.0,2.0
4133,runs,0.0,0.0,5.0,5.0,5.0
4134,russell,0.0,1.0,0.0,0.0,0.0
4135,rustic,0.0,1.0,0.0,0.0,0.0
4136,rápidos,0.0,1.0,0.0,0.0,0.0
4137,sababosnia,0.0,1.0,0.0,0.0,0.0
4138,sabor,0.0,1.0,0.0,0.0,0.0
4139,sabrosa,0.0,2.0,0.0,0.0,0.0
4140,sabía,0.0,2.0,0.0,0.0,0.0
4141,safe,0.0,10.0,6.0,5.0,5.0
4142,safeguards,0.0,1.0,0.0,0.0,0.0
4143,safely,0.0,2.0,2.0,2.0,2.0
4144,safer,0.0,1.0,1.0,1.0,1.0
4145,safety,0.0,119.0,0.0,1.0,1.0
4146,safetyhow,0.0,0.0,1.0,1.0,1.0
4147,safetyrequest,0.0,3.0,0.0,0.0,0.0
4148,said,0.0,28.0,0.0,0.0,0.0
4149,salad,0.0,4.0,0.0,0.0,0.0
4150,salaries,0.0,2.0,0.0,0.0,0.0
4151,sale,0.0,1.0,0.0,0.0,0.0
4152,salesforce,0.0,0.0,1.0,1.0,1.0
4153,salivary,0.0,1.0,0.0,0.0,0.0
4154,salmon,0.0,2.0,0.0,0.0,0.0
4155,salud,0.0,8.0,0.0,0.0,0.0
4156,saludables,0.0,1.0,0.0,0.0,0.0
4157,saludablesgenetic,0.0,2.0,0.0,0.0,0.0
4158,salvadorequatorial,0.0,1.0,0.0,0.0,0.0
4159,same,0.0,34.0,0.0,2.0,2.0
4160,sandwich,0.0,1.0,0.0,0.0,0.0
4161,sandwiched,0.0,1.0,0.0,0.0,0.0
4162,sandwiches,0.0,3.0,0.0,0.0,0.0
4163,sanitize,0.0,1.0,0.0,0.0,0.0
4164,sans,0.0,0.0,1.0,1.0,1.0
4165,sarcoma,0.0,1.0,0.0,0.0,0.0
4166,sasheer,0.0,0.0,1.0,1.0,1.0
4167,sat,0.0,0.0,0.0,1.0,1.0
4168,satisfacer,0.0,1.0,0.0,0.0,0.0
4169,satisfy,0.0,1.0,0.0,0.0,0.0
4170,sauce,0.0,13.0,0.0,0.0,0.0
4171,saucy,0.0,1.0,0.0,0.0,0.0
4172,sautéed,0.0,2.0,0.0,0.0,0.0
4173,savais,0.0,2.0,0.0,0.0,0.0
4174,save,0.0,2.0,3.0,3.0,3.0
4175,saved,0.0,1.0,0.0,0.0,0.0
4176,saving,0.0,1.0,0.0,0.0,0.0
4177,savor,0.0,1.0,0.0,0.0,0.0
4178,savory,0.0,2.0,0.0,0.0,0.0
4179,say,0.0,2.0,0.0,0.0,0.0
4180,says,0.0,1.0,0.0,0.0,0.0
4181,sbiajaxurl,0.0,0.0,1.0,0.0,0.0
4182,scale,0.0,0.0,1.0,0.0,0.0
4183,scanner,0.0,1.0,0.0,0.0,0.0
4184,scanning,0.0,1.0,0.0,0.0,0.0
4185,scare,0.0,0.0,1.0,1.0,1.0
4186,scarvestravelhome,0.0,0.0,1.0,1.0,1.0
4187,schedule,0.0,6.0,5.0,11.0,11.0
4188,scheduled,0.0,1.0,0.0,1.0,1.0
4189,scheduling,0.0,0.0,0.0,3.0,3.0
4190,school,0.0,1.0,0.0,0.0,0.0
4191,schools,0.0,0.0,1.0,1.0,1.0
4192,schwartz,0.0,1.0,0.0,0.0,0.0
4193,sciatic,0.0,2.0,0.0,0.0,0.0
4194,sciatica,0.0,3.0,0.0,0.0,0.0
4195,sciaticawhat,0.0,1.0,0.0,0.0,0.0
4196,science,0.0,2.0,0.0,0.0,0.0
4197,sciences,0.0,1.0,0.0,0.0,0.0
4198,scientific,0.0,2.0,0.0,0.0,0.0
4199,scope,0.0,2.0,0.0,0.0,0.0
4200,scorecard,0.0,0.0,1.0,1.0,1.0
4201,scoreuse,0.0,4.0,0.0,0.0,0.0
4202,scoring,0.0,1.0,0.0,0.0,0.0
4203,scratched,0.0,1.0,0.0,0.0,0.0
4204,screen,0.0,199.0,18.0,18.0,18.0
4205,screened,0.0,3.0,0.0,0.0,0.0
4206,screening,0.0,7.0,0.0,1.0,1.0
4207,screenings,0.0,6.0,0.0,1.0,1.0
4208,screeningsprograma,0.0,2.0,0.0,0.0,0.0
4209,script,0.0,0.0,2.0,2.0,2.0
4210,scripts,0.0,1.0,0.0,0.0,0.0
4211,scroll,0.0,2.0,0.0,0.0,0.0
4212,scrollheight,0.0,1.0,0.0,0.0,0.0
4213,sea,0.0,1.0,0.0,0.0,0.0
4214,seaford,0.0,0.0,5.0,0.0,1.0
4215,sear,0.0,1.0,0.0,0.0,0.0
4216,search,0.0,20.0,26.0,43.0,43.0
4217,search”,0.0,1.0,0.0,0.0,0.0
4218,seared,0.0,2.0,0.0,0.0,0.0
4219,season,0.0,1.0,0.0,0.0,0.0
4220,seasonal,0.0,4.0,0.0,0.0,0.0
4221,seasoned,0.0,2.0,0.0,0.0,0.0
4222,season’s,0.0,1.0,0.0,0.0,0.0
4223,seat,0.0,1.0,0.0,0.0,1.0
4224,seating,0.0,1.0,0.0,0.0,0.0
4225,second,0.0,2.0,3.0,3.0,3.0
4226,secondhand,0.0,1.0,0.0,0.0,0.0
4227,seconds,0.0,0.0,41.0,41.0,41.0
4228,secret,0.0,2.0,0.0,0.0,0.0
4229,section,0.0,40.0,6.0,5.0,5.0
4230,sections,0.0,33.0,0.0,0.0,0.0
4231,secure,0.0,4.0,0.0,0.0,0.0
4232,secured,0.0,2.0,0.0,0.0,0.0
4233,security,0.0,4.0,0.0,0.0,0.0
4234,see,0.0,38.0,8.0,11.0,11.0
4235,seed,0.0,1.0,0.0,0.0,0.0
4236,seeds,0.0,3.0,0.0,0.0,0.0
4237,seehondurashong,0.0,1.0,0.0,0.0,0.0
4238,seek,0.0,4.0,0.0,0.0,0.0
4239,seeking,0.0,0.0,2.0,2.0,2.0
4240,seems,0.0,0.0,1.0,1.0,1.0
4241,seen,0.0,1.0,0.0,0.0,0.0
4242,seenclear,0.0,1.0,0.0,0.0,0.0
4243,segment,0.0,0.0,2.0,2.0,2.0
4244,segoe,0.0,0.0,2.0,2.0,2.0
4245,segue,0.0,0.0,4.0,4.0,4.0
4246,seguridad,0.0,3.0,0.0,0.0,0.0
4247,select,0.0,11.0,12.0,12.0,12.0
4248,selected,0.0,2.0,9.0,9.0,9.0
4249,selection,0.0,1.0,1.0,1.0,1.0
4250,selector,0.0,1.0,0.0,0.0,0.0
4251,selects,0.0,0.0,4.0,4.0,4.0
4252,seltzer,0.0,1.0,0.0,0.0,0.0
4253,seminars,0.0,1.0,0.0,0.0,0.0
4254,senate,0.0,1.0,0.0,0.0,0.0
4255,senator,0.0,1.0,0.0,0.0,0.0
4256,send,0.0,3.0,6.0,5.0,5.0
4257,senior,0.0,25.0,14.0,14.0,14.0
4258,seniors,0.0,1.0,0.0,0.0,0.0
4259,sensation,0.0,1.0,0.0,0.0,0.0
4260,sense,0.0,1.0,0.0,0.0,0.0
4261,sensitivity,0.0,1.0,0.0,0.0,0.0
4262,sent,0.0,3.0,2.0,2.0,2.0
4263,separate,0.0,0.0,1.0,1.0,1.0
4264,sepsis,0.0,1.0,0.0,0.0,0.0
4265,september,0.0,14.0,0.0,0.0,0.0
4266,sequelae,0.0,1.0,0.0,0.0,0.0
4267,serious,0.0,92.0,0.0,0.0,0.0
4268,serve,0.0,45.0,2.0,2.0,4.0
4269,served,0.0,3.0,0.0,2.0,1.0
4270,server,0.0,1.0,0.0,0.0,0.0
4271,servers,0.0,1.0,0.0,0.0,0.0
4272,serves,0.0,4.0,0.0,0.0,0.0
4273,service,0.0,11.0,5.0,8.0,8.0
4274,servicenowvar,0.0,1.0,0.0,0.0,0.0
4275,services,0.0,243.0,32.0,42.0,43.0
4276,servicescommunity,0.0,3.0,0.0,0.0,0.0
4277,servicesfor,0.0,0.0,0.0,1.0,1.0
4278,servicesmake,0.0,1.0,0.0,0.0,0.0
4279,servicespatient,0.0,1.0,0.0,0.0,0.0
4280,servicesphysician,0.0,1.0,0.0,0.0,0.0
4281,serviceworkers,0.0,1.0,0.0,0.0,0.0
4282,servicio,0.0,1.0,0.0,0.0,0.0
4283,servicios,0.0,3.0,0.0,0.0,0.0
4284,servida,0.0,1.0,0.0,0.0,0.0
4285,servimos,0.0,1.0,0.0,0.0,0.0
4286,serving,0.0,5.0,0.0,0.0,0.0
4287,session,0.0,5.0,0.0,0.0,0.0
4288,set,0.0,9.0,14.0,16.0,16.0
4289,sets,0.0,2.0,0.0,0.0,0.0
4290,setting,0.0,4.0,1.0,1.0,1.0
4291,settings,0.0,0.0,3.0,3.0,3.0
4292,seventh,0.0,1.0,0.0,0.0,0.0
4293,several,0.0,3.0,0.0,0.0,0.0
4294,severe,0.0,1.0,0.0,0.0,0.0
4295,severely,0.0,1.0,0.0,0.0,0.0
4296,sex,0.0,0.0,14.0,18.0,18.0
4297,sexual,0.0,0.0,13.0,19.0,19.0
4298,sexuality,0.0,0.0,1.0,1.0,1.0
4299,sexually,0.0,0.0,2.0,4.0,4.0
4300,shade,0.0,1.0,0.0,0.0,0.0
4301,shadowing,0.0,2.0,0.0,0.0,0.0
4302,shall,0.0,6.0,0.0,0.0,0.0
4303,sham,0.0,0.0,2.0,2.0,2.0
4304,shapes,0.0,1.0,0.0,0.0,0.0
4305,share,0.0,18.0,11.0,12.0,12.0
4306,shared,0.0,1.0,1.0,1.0,1.0
4307,shares,0.0,1.0,0.0,0.0,0.0
4308,sharp,0.0,1.0,0.0,0.0,0.0
4309,she,0.0,1.0,0.0,0.0,0.0
4310,sheet,0.0,2.0,0.0,0.0,0.0
4311,shell,0.0,1.0,0.0,0.0,0.0
4312,shift,0.0,0.0,2.0,2.0,2.0
4313,shimmer,0.0,0.0,9.0,9.0,9.0
4314,shines,0.0,1.0,0.0,0.0,0.0
4315,shins,0.0,1.0,0.0,0.0,0.0
4316,shipley,0.0,0.0,0.0,0.0,12.0
4317,shipping,0.0,0.0,3.0,3.0,3.0
4318,shop,0.0,0.0,6.0,8.0,8.0
4319,shortcut,0.0,1.0,0.0,0.0,0.0
4320,shorter,0.0,2.0,0.0,0.0,0.0
4321,shostname,0.0,31.0,0.0,0.0,0.0
4322,shot,0.0,1.0,2.0,2.0,2.0
4323,shots,0.0,1.0,0.0,0.0,0.0
4324,should,0.0,12.0,3.0,3.0,4.0
4325,shoulder,0.0,1.0,0.0,0.0,0.0
4326,show,0.0,37.0,10.0,10.0,10.0
4327,shower,0.0,11.0,0.0,0.0,0.0
4328,showing,0.0,1.0,1.0,1.0,1.0
4329,shown,0.0,2.0,1.0,1.0,1.0
4330,shows,0.0,2.0,0.0,0.0,0.0
4331,shredded,0.0,1.0,0.0,0.0,0.0
4332,shrink,0.0,1.0,0.0,0.0,0.0
4333,shut,0.0,0.0,1.0,1.0,1.0
4334,sibling,0.0,31.0,0.0,0.0,0.0
4335,sick,0.0,2.0,0.0,0.0,0.0
4336,side,0.0,5.0,0.0,0.0,0.0
4337,sids,0.0,2.0,0.0,0.0,0.0
4338,sign,0.0,67.0,8.0,15.0,15.0
4339,signals,0.0,1.0,0.0,0.0,0.0
4340,signature,0.0,1.0,0.0,0.0,0.0
4341,significant,0.0,1.0,0.0,0.0,0.0
4342,significantly,0.0,1.0,0.0,0.0,0.0
4343,signifies,0.0,1.0,0.0,0.0,0.0
4344,signify,0.0,1.0,0.0,0.0,0.0
4345,signs,0.0,6.0,0.0,0.0,0.0
4346,silverside,0.0,1.0,0.0,0.0,0.0
4347,similar,0.0,5.0,0.0,0.0,0.0
4348,similarly,0.0,1.0,0.0,0.0,0.0
4349,simmers,0.0,1.0,0.0,0.0,0.0
4350,simple,0.0,7.0,1.0,1.0,1.0
4351,simplest,0.0,1.0,0.0,0.0,0.0
4352,simplified,0.0,30.0,0.0,0.0,0.0
4353,simply,0.0,3.0,0.0,0.0,0.0
4354,simulation,0.0,1.0,0.0,0.0,0.0
4355,sin,0.0,2.0,0.0,0.0,0.0
4356,since,0.0,12.0,0.0,0.0,0.0
4357,single,0.0,64.0,2.0,2.0,2.0
4358,sint,0.0,1.0,0.0,0.0,0.0
4359,sinus,0.0,3.0,0.0,0.0,0.0
4360,sit,0.0,3.0,0.0,0.0,0.0
4361,site,0.0,63.0,3.0,7.0,7.0
4362,sitemap,0.0,0.0,2.0,3.0,3.0
4363,sites,0.0,2.0,0.0,0.0,0.0
4364,sitios,0.0,5.0,0.0,0.0,0.0
4365,sits,0.0,1.0,0.0,0.0,0.0
4366,sitting,0.0,1.0,0.0,0.0,0.0
4367,situation,0.0,1.0,0.0,0.0,0.0
4368,situations,0.0,1.0,0.0,0.0,0.0
4369,six,0.0,2.0,1.0,1.0,1.0
4370,size,0.0,2.0,0.0,0.0,0.0
4371,sizes,0.0,1.0,2.0,2.0,2.0
4372,skewers,0.0,1.0,0.0,0.0,0.0
4373,skilled,0.0,5.0,0.0,0.0,0.0
4374,skillet,0.0,1.0,0.0,0.0,0.0
4375,skin,0.0,9.0,0.0,0.0,0.0
4376,skinless,0.0,1.0,0.0,0.0,0.0
4377,skip,0.0,2.0,1.0,1.0,1.0
4378,skyla,0.0,0.0,1.0,1.0,1.0
4379,slaw,0.0,1.0,0.0,0.0,0.0
4380,sleep,0.0,63.0,0.0,0.0,0.0
4381,sleeping,0.0,2.0,0.0,0.0,0.0
4382,sleeve,0.0,2.0,3.0,3.0,3.0
4383,sliders,0.0,3.0,0.0,0.0,0.0
4384,slightly,0.0,1.0,0.0,0.0,0.0
4385,sling,0.0,2.0,0.0,0.0,0.0
4386,slow,0.0,3.0,1.0,1.0,1.0
4387,slows,0.0,1.0,0.0,0.0,0.0
4388,slurred,0.0,1.0,0.0,0.0,0.0
4389,small,0.0,37.0,4.0,4.0,4.0
4390,smoke,0.0,4.0,0.0,0.0,0.0
4391,smoked,0.0,2.0,0.0,0.0,0.0
4392,smokers,0.0,1.0,0.0,0.0,0.0
4393,smoking,0.0,6.0,0.0,0.0,0.0
4394,smoky,0.0,2.0,0.0,0.0,0.0
4395,smooth,0.0,0.0,1.0,1.0,1.0
4396,smyrna,0.0,37.0,0.0,0.0,0.0
4397,snapshot,0.0,1.0,0.0,0.0,0.0
4398,sobre,0.0,4.0,1.0,1.0,1.0
4399,social,0.0,24.0,4.0,4.0,4.0
4400,societyfamily,0.0,2.0,0.0,0.0,0.0
4401,socks,0.0,0.0,1.0,1.0,1.0
4402,sodium,0.0,4.0,0.0,0.0,0.0
4403,soft,0.0,2.0,0.0,0.0,0.0
4404,software,0.0,1.0,0.0,0.0,0.0
4405,sole,0.0,1.0,0.0,0.0,0.0
4406,solicit,0.0,1.0,0.0,0.0,0.0
4407,solicitar,0.0,1.0,0.0,0.0,0.0
4408,solid,0.0,25.0,96.0,96.0,96.0
4409,solution,0.0,2.0,0.0,0.0,0.0
4410,solutions,0.0,5.0,0.0,0.0,0.0
4411,solve,0.0,1.0,0.0,0.0,0.0
4412,some,0.0,104.0,3.0,3.0,3.0
4413,someone,0.0,4.0,3.0,3.0,3.0
4414,something,0.0,5.0,0.0,0.0,0.0
4415,sometimes,0.0,1.0,0.0,0.0,0.0
4416,somos,0.0,1.0,0.0,0.0,0.0
4417,son,0.0,2.0,6.0,6.0,6.0
4418,soon,0.0,1.0,2.0,2.0,2.0
4419,sophisticated,0.0,2.0,0.0,0.0,0.0
4420,sorry,0.0,0.0,4.0,4.0,4.0
4421,soup,0.0,2.0,0.0,0.0,0.0
4422,sour,0.0,1.0,0.0,0.0,0.0
4423,source,0.0,5.0,2.0,2.0,2.0
4424,south,0.0,4.0,5.0,5.0,5.0
4425,southeast,0.0,0.0,4.0,4.0,4.0
4426,southeastern,0.0,1.0,0.0,0.0,0.0
4427,southern,0.0,9.0,3.0,3.0,3.0
4428,southwest,0.0,0.0,6.0,6.0,6.0
4429,space,0.0,37.0,0.0,0.0,0.0
4430,spaghetti,0.0,1.0,0.0,0.0,0.0
4431,spam,0.0,1.0,0.0,0.0,0.0
4432,span,0.0,3.0,8.0,8.0,8.0
4433,spanish,0.0,31.0,0.0,0.0,0.0
4434,spans,0.0,1.0,0.0,0.0,0.0
4435,speak,0.0,1.0,6.0,6.0,6.0
4436,speakers,0.0,1.0,0.0,0.0,0.0
4437,speakerwe,0.0,3.0,0.0,0.0,0.0
4438,special,0.0,7.0,0.0,0.0,0.0
4439,specialist,0.0,6.0,0.0,0.0,0.0
4440,specialists,0.0,11.0,0.0,0.0,0.0
4441,specialistsvenous,0.0,4.0,0.0,0.0,0.0
4442,specialize,0.0,2.0,0.0,0.0,0.0
4443,specialized,0.0,2.0,0.0,0.0,0.0
4444,specially,0.0,0.0,0.0,1.0,1.0
4445,specialties,0.0,1.0,0.0,0.0,0.0
4446,specialty,0.0,7.0,0.0,0.0,0.0
4447,specific,0.0,6.0,2.0,2.0,2.0
4448,specificity,0.0,1.0,0.0,0.0,0.0
4449,spectrum,0.0,2.0,0.0,0.0,0.0
4450,speed,0.0,1.0,0.0,0.0,0.0
4451,spend,0.0,1.0,0.0,0.0,0.0
4452,spent,0.0,2.0,0.0,0.0,0.0
4453,spiced,0.0,3.0,0.0,0.0,0.0
4454,spices,0.0,1.0,0.0,0.0,0.0
4455,spinal,0.0,6.0,0.0,0.0,0.0
4456,spine,0.0,1.0,0.0,0.0,0.0
4457,sponsored,0.0,1.0,0.0,0.0,0.0
4458,sports,0.0,4.0,0.0,0.0,0.0
4459,spot,0.0,2.0,5.0,7.0,7.0
4460,spotlight,0.0,1.0,0.0,0.0,0.0
4461,spotlights,0.0,2.0,0.0,0.0,0.0
4462,spouse,0.0,32.0,0.0,0.0,0.0
4463,sprained,0.0,1.0,0.0,0.0,0.0
4464,spray,0.0,1.0,0.0,0.0,0.0
4465,spread,0.0,6.0,0.0,0.0,0.0
4466,spreading,0.0,1.0,0.0,0.0,0.0
4467,spring,0.0,2.0,0.0,0.0,0.0
4468,springside,0.0,1.0,0.0,0.0,0.0
4469,sprinkle,0.0,1.0,0.0,0.0,0.0
4470,spritzer,0.0,1.0,0.0,0.0,0.0
4471,square,0.0,4.0,0.0,0.0,0.0
4472,squash,0.0,6.0,0.0,0.0,0.0
4473,ssr,0.0,0.0,2.0,2.0,2.0
4474,stabilize,0.0,1.0,0.0,0.0,0.0
4475,stable,0.0,1.0,0.0,0.0,0.0
4476,stacked,0.0,1.0,0.0,0.0,0.0
4477,staff,0.0,38.0,3.0,5.0,5.0
4478,staffing,0.0,1.0,0.0,0.0,0.0
4479,stage,0.0,2.0,0.0,0.0,0.0
4480,stages,0.0,5.0,0.0,0.0,0.0
4481,stageslife,0.0,1.0,0.0,0.0,0.0
4482,stand,0.0,2.0,3.0,3.0,3.0
4483,standard,0.0,2.0,1.0,1.0,1.0
4484,standardized,0.0,1.0,0.0,0.0,0.0
4485,standards,0.0,5.0,0.0,0.0,0.0
4486,standing,0.0,1.0,1.0,1.0,1.0
4487,stands,0.0,1.0,0.0,0.0,0.0
4488,stand”,0.0,1.0,0.0,0.0,0.0
4489,stanton,0.0,5.0,0.0,0.0,0.0
4490,start,0.0,3.0,6.0,6.0,6.0
4491,started,0.0,1.0,0.0,0.0,0.0
4492,starting,0.0,3.0,0.0,0.0,1.0
4493,starts,0.0,1.0,0.0,0.0,0.0
4494,state,0.0,23.0,13.0,14.0,14.0
4495,statement,0.0,20.0,4.0,2.0,2.0
4496,statementisnotterminated,0.0,0.0,4.0,4.0,4.0
4497,statements,0.0,1.0,1.0,0.0,0.0
4498,states,0.0,11.0,8.0,8.0,8.0
4499,state’s,0.0,3.0,0.0,0.0,0.0
4500,stationary,0.0,1.0,0.0,0.0,0.0
4501,statista,0.0,1.0,0.0,0.0,0.0
4502,status,0.0,1.0,0.0,0.0,0.0
4503,stay,0.0,39.0,4.0,5.0,5.0
4504,staying,0.0,1.0,0.0,0.0,0.0
4505,stays,0.0,1.0,0.0,0.0,0.0
4506,std,0.0,0.0,2.0,6.0,6.0
4507,stds,0.0,0.0,1.0,1.0,1.0
4508,steady,0.0,1.0,0.0,0.0,0.0
4509,steak,0.0,1.0,0.0,0.0,0.0
4510,steamed,0.0,1.0,0.0,0.0,0.0
4511,stem,0.0,24.0,0.0,0.0,0.0
4512,stenosis,0.0,4.0,0.0,0.0,0.0
4513,step,0.0,4.0,1.0,1.0,1.0
4514,stepping,0.0,1.0,0.0,0.0,0.0
4515,steps,0.0,6.0,0.0,0.0,0.0
4516,stereotaxis,0.0,6.0,0.0,0.0,0.0
4517,sterilization,0.0,0.0,2.0,2.0,2.0
4518,steroid,0.0,2.0,0.0,0.0,0.0
4519,stew,0.0,2.0,0.0,0.0,0.0
4520,stewardship,0.0,1.0,0.0,0.0,0.0
4521,stick,0.0,1.0,0.0,0.0,0.0
4522,sticky,0.0,1.0,2.0,6.0,6.0
4523,stigmas,0.0,1.0,0.0,0.0,0.0
4524,still,0.0,68.0,6.0,5.0,5.0
4525,stir,0.0,1.0,0.0,0.0,0.0
4526,stitch,0.0,7.0,0.0,0.0,0.0
4527,stoma,0.0,1.0,0.0,0.0,0.0
4528,stone,0.0,1.0,0.0,0.0,0.0
4529,stoop,0.0,1.0,0.0,0.0,0.0
4530,stop,0.0,5.0,4.0,4.0,4.0
4531,stopped,0.0,1.0,0.0,0.0,0.0
4532,storage,0.0,0.0,1.0,1.0,1.0
4533,store,0.0,1.0,8.0,8.0,8.0
4534,stored,0.0,2.0,0.0,0.0,0.0
4535,storenow,0.0,0.0,2.0,2.0,2.0
4536,stores,0.0,1.0,0.0,0.0,0.0
4537,stories,0.0,132.0,0.0,0.0,0.0
4538,storieschristianacare,0.0,1.0,0.0,0.0,0.0
4539,storiespulmonary,0.0,4.0,0.0,0.0,0.0
4540,storieswellness,0.0,1.0,0.0,0.0,0.0
4541,stories‘my,0.0,1.0,0.0,0.0,0.0
4542,storing,0.0,2.0,0.0,0.0,0.0
4543,story,0.0,44.0,4.0,5.0,5.0
4544,straight,0.0,0.0,1.0,1.0,1.0
4545,strategic,0.0,1.0,0.0,0.0,0.0
4546,strategies,0.0,2.0,0.0,0.0,0.0
4547,strategy,0.0,1.0,0.0,0.0,0.0
4548,strategyapplyvice,0.0,0.0,1.0,1.0,1.0
4549,strategynyc,0.0,0.0,1.0,1.0,1.0
4550,strategyoffice,0.0,0.0,1.0,1.0,1.0
4551,strategyremoteoffice,0.0,0.0,1.0,1.0,1.0
4552,streamlined,0.0,1.0,0.0,0.0,0.0
4553,street,0.0,1.0,0.0,0.0,1.0
4554,strength,0.0,2.0,0.0,0.0,0.0
4555,strengthening,0.0,1.0,0.0,0.0,0.0
4556,strengthens,0.0,1.0,0.0,0.0,0.0
4557,stress,0.0,5.0,0.0,0.0,0.0
4558,stretch,0.0,3.0,0.0,0.0,0.0
4559,stretches,0.0,1.0,0.0,0.0,0.0
4560,strictly,0.0,3.0,0.0,0.0,0.0
4561,string,0.0,0.0,6.0,6.0,6.0
4562,strings,0.0,0.0,1.0,1.0,1.0
4563,striving,0.0,1.0,0.0,0.0,0.0
4564,stroke,0.0,39.0,0.0,0.0,0.0
4565,stroller,0.0,0.0,0.0,0.0,1.0
4566,strollers,0.0,2.0,0.0,0.0,0.0
4567,strong,0.0,0.0,1.0,1.0,1.0
4568,stronger,0.0,1.0,2.0,2.0,2.0
4569,strongest,0.0,1.0,0.0,0.0,0.0
4570,structural,0.0,30.0,0.0,0.0,0.0
4571,student,0.0,36.0,0.0,0.0,0.0
4572,students,0.0,4.0,0.0,0.0,0.0
4573,studies,0.0,2.0,0.0,0.0,0.0
4574,study,0.0,11.0,0.0,0.0,0.0
4575,stuffed,0.0,1.0,0.0,0.0,0.0
4576,stunt,0.0,0.0,1.0,1.0,1.0
4577,style,0.0,0.0,1.0,1.0,1.0
4578,styles,0.0,0.0,4.0,4.0,4.0
4579,styling,0.0,0.0,3.0,3.0,3.0
4580,stylize,0.0,0.0,4.0,4.0,4.0
4581,suave,0.0,1.0,0.0,0.0,0.0
4582,subcutaneous,0.0,1.0,0.0,0.0,0.0
4583,subject,0.0,2.0,1.0,1.0,1.0
4584,submission,0.0,1.0,2.0,2.0,2.0
4585,submit,0.0,31.0,7.0,7.0,7.0
4586,submitbtn,0.0,0.0,1.0,1.0,1.0
