,token,Total0,Total1,Total2,Total3,Total4
1603,funtion,0.0,0.0,1.0,1.0,1.0
1604,further,0.0,0.0,3.0,3.0,3.0
1605,future,0.0,4.0,3.0,3.0,3.0
1606,gaallowlinker,0.0,0.0,1.0,1.0,1.0
1607,gabriel,0.0,3.0,0.0,0.0,0.0
1608,gaclientid,0.0,0.0,1.0,1.0,1.0
1609,gacode,0.0,0.0,1.0,1.0,1.0
1610,gag,0.0,8.0,0.0,0.0,0.0
1611,gains,0.0,1.0,0.0,0.0,0.0
1612,game,0.0,1.0,0.0,0.0,0.0
1613,gather,0.0,1.0,0.0,0.0,0.0
1614,gathered,0.0,1.0,0.0,0.0,0.0
1615,gauge,0.0,1.0,0.0,0.0,0.0
1616,gearing,0.0,2.0,0.0,0.0,0.0
1617,gender,0.0,21.0,5.0,5.0,5.0
1618,general,0.0,10.0,11.0,11.0,11.0
1619,generally,0.0,2.0,0.0,0.0,0.0
1620,generate,0.0,1.0,0.0,0.0,0.0
1621,generated,0.0,1.0,0.0,0.0,0.0
1622,generation,0.0,0.0,1.0,1.0,1.0
1623,generic,0.0,1.0,2.0,2.0,2.0
1624,genetic,0.0,1.0,0.0,0.0,0.0
1625,gentle,0.0,2.0,0.0,0.0,0.0
1626,george,0.0,4.0,0.0,0.0,0.0
1627,geriatric,0.0,1.0,0.0,0.0,0.0
1628,get,0.0,214.0,89.0,89.0,89.0
1629,getcookie,0.0,0.0,1.0,1.0,1.0
1630,getcsrftokenname,0.0,1.0,0.0,0.0,0.0
1631,getcsrfvalue,0.0,1.0,0.0,0.0,0.0
1632,getting,0.0,7.0,1.0,1.0,1.0
1633,geturlvars,0.0,0.0,1.0,1.0,1.0
1634,gibson,0.0,2.0,0.0,0.0,0.0
1635,gideon’s,0.0,1.0,0.0,0.0,0.0
1636,gift,0.0,11.0,20.0,20.0,20.0
1637,gifted,0.0,3.0,0.0,0.0,0.0
1638,gifts,0.0,9.0,0.0,0.0,0.0
1639,giftsection,0.0,0.0,1.0,1.0,1.0
1640,ginsburg,0.0,1.0,0.0,0.0,0.0
1641,girl,0.0,1.0,0.0,0.0,0.0
1642,give,0.0,14.0,9.0,9.0,9.0
1643,given,0.0,4.0,1.0,1.0,1.0
1644,gives,0.0,0.0,1.0,1.0,1.0
1645,giving,0.0,93.0,1.0,1.0,1.0
1646,givingshare,0.0,39.0,0.0,0.0,0.0
1647,glad,0.0,0.0,1.0,1.0,1.0
1648,glance,0.0,1.0,0.0,0.0,0.0
1649,global,0.0,2.0,2.0,2.0,2.0
1650,globally,0.0,1.0,0.0,0.0,0.0
1651,glossary,0.0,0.0,5.0,5.0,5.0
1652,glsen,0.0,2.0,0.0,0.0,0.0
1653,goal,0.0,4.0,1.0,1.0,1.0
1654,goes,0.0,1.0,2.0,2.0,2.0
1655,going,0.0,6.0,0.0,0.0,0.0
1656,gone,0.0,0.0,2.0,2.0,2.0
1657,good,0.0,8.0,3.0,3.0,3.0
1658,goods,0.0,2.0,2.0,2.0,2.0
1659,google,0.0,3.0,9.0,9.0,9.0
1660,googleanalyticsua,0.0,1.0,0.0,0.0,0.0
1661,got,0.0,0.0,2.0,2.0,2.0
1662,gov,0.0,0.0,2.0,2.0,2.0
1663,govcheck,0.0,0.0,1.0,1.0,1.0
1664,governed,0.0,3.0,0.0,0.0,0.0
1665,government,0.0,7.0,1.0,1.0,1.0
1666,governor,0.0,1.0,0.0,0.0,0.0
1667,goverrormsg,0.0,0.0,1.0,1.0,1.0
1668,grab,0.0,0.0,6.0,6.0,6.0
1669,grabs,0.0,0.0,6.0,6.0,6.0
1670,grade,0.0,2.0,0.0,0.0,0.0
1671,grades,0.0,10.0,0.0,0.0,0.0
1672,graduate,0.0,1.0,0.0,0.0,0.0
1673,graduation,0.0,1.0,0.0,0.0,0.0
1674,grandmothers,0.0,1.0,0.0,0.0,0.0
1675,grant,0.0,2.0,0.0,0.0,0.0
1676,granted,0.0,4.0,0.0,0.0,0.0
1677,grantee,0.0,2.0,0.0,0.0,0.0
1678,grants,0.0,1.0,1.0,1.0,1.0
1679,grassroots,0.0,1.0,0.0,0.0,0.0
1680,gratitude,0.0,0.0,2.0,2.0,2.0
1681,great,0.0,3.0,12.0,12.0,12.0
1682,greater,0.0,0.0,3.0,3.0,3.0
1683,greatest,0.0,1.0,0.0,0.0,0.0
1684,grey,0.0,1.0,0.0,0.0,0.0
1685,group,0.0,6.0,0.0,0.0,0.0
1686,groups,0.0,1.0,2.0,2.0,2.0
1687,growing,0.0,1.0,0.0,0.0,0.0
1688,growth,0.0,1.0,0.0,0.0,0.0
1689,gtm,0.0,0.0,2.0,2.0,2.0
1690,guarantee,0.0,1.0,0.0,0.0,0.0
1691,guaranteed,0.0,0.0,1.0,1.0,1.0
1692,guardian,0.0,2.0,2.0,2.0,2.0
1693,guardian's,0.0,0.0,2.0,2.0,2.0
1694,guest,0.0,1.0,0.0,0.0,0.0
1695,guidance,0.0,2.0,0.0,0.0,0.0
1696,guide,0.0,5.0,1.0,1.0,1.0
1697,guidelines,0.0,1.0,2.0,2.0,2.0
1698,guides,0.0,3.0,0.0,0.0,0.0
1699,gulf,0.0,0.0,3.0,3.0,3.0
1700,guttmacher,0.0,1.0,0.0,0.0,0.0
1701,guys,0.0,0.0,1.0,1.0,1.0
1702,gynecologic,0.0,3.0,0.0,0.0,0.0
1703,gynecological,0.0,4.0,0.0,0.0,0.0
1704,gynecologist,0.0,0.0,1.0,1.0,1.0
1705,gynecologists,0.0,0.0,1.0,1.0,1.0
1706,gynecology,0.0,0.0,1.0,1.0,1.0
1707,had,0.0,7.0,0.0,0.0,0.0
1708,half,0.0,6.0,0.0,0.0,0.0
1709,hampshire,0.0,0.0,4.0,4.0,4.0
1710,hancock,0.0,3.0,0.0,0.0,0.0
1711,handlers,0.0,4.0,0.0,0.0,0.0
1712,handling,0.0,1.0,0.0,0.0,0.0
1713,handout,0.0,1.0,0.0,0.0,0.0
1714,hands,0.0,0.0,1.0,1.0,1.0
1715,hanley,0.0,1.0,0.0,0.0,0.0
1716,happen,0.0,5.0,0.0,0.0,0.0
1717,happening,0.0,1.0,0.0,0.0,0.0
1718,happens,0.0,12.0,1.0,1.0,1.0
1719,happy,0.0,4.0,1.0,1.0,1.0
1720,harassment,0.0,1.0,0.0,0.0,0.0
1721,hard,0.0,3.0,0.0,0.0,0.0
1722,harm,0.0,2.0,0.0,0.0,0.0
1723,harmful,0.0,0.0,1.0,1.0,1.0
1724,harmless,0.0,1.0,0.0,0.0,0.0
1725,harris,0.0,2.0,0.0,0.0,0.0
1726,hash,0.0,39.0,1.0,1.0,1.0
1727,hashed,0.0,39.0,0.0,0.0,0.0
1728,hashes,0.0,0.0,1.0,1.0,1.0
1729,hashval,0.0,39.0,0.0,0.0,0.0
1730,hat,0.0,0.0,1.0,1.0,1.0
1731,hate,0.0,1.0,1.0,1.0,1.0
1732,have,0.0,150.0,43.0,44.0,43.0
1733,haven't,0.0,0.0,1.0,1.0,1.0
1734,haven’t,0.0,1.0,0.0,0.0,0.0
1735,haveshown,0.0,1.0,0.0,0.0,0.0
1736,having,0.0,10.0,1.0,1.0,1.0
1737,head,0.0,0.0,1.0,1.0,1.0
1738,header,0.0,39.0,0.0,0.0,0.0
1739,headers,0.0,0.0,2.0,2.0,2.0
1740,headquarters,0.0,3.0,0.0,0.0,0.0
1741,health,0.0,258.0,147.0,149.0,148.0
1742,healthbedsider,0.0,1.0,0.0,0.0,0.0
1743,healthcare,0.0,189.0,3.0,4.0,3.0
1744,healthcarereproductive,0.0,39.0,0.0,0.0,0.0
1745,healthcarevirtual,0.0,39.0,0.0,0.0,0.0
1746,healthier,0.0,4.0,1.0,1.0,1.0
1747,healthrelationships,0.0,0.0,1.0,1.0,1.0
1748,healthsexual,0.0,0.0,1.0,1.0,1.0
1749,healthy,0.0,25.0,2.0,2.0,2.0
1750,health’s,0.0,1.0,0.0,0.0,0.0
1751,hear,0.0,2.0,5.0,5.0,5.0
1752,heard,0.0,2.0,0.0,0.0,0.0
1753,hearing,0.0,2.0,0.0,0.0,0.0
1754,hearings,0.0,1.0,0.0,0.0,0.0
1755,hears,0.0,1.0,0.0,0.0,0.0
1756,heartbeat,0.0,1.0,0.0,0.0,0.0
1757,heartless,0.0,1.0,0.0,0.0,0.0
1758,heating,0.0,2.0,0.0,0.0,0.0
1759,heavier,0.0,1.0,0.0,0.0,0.0
1760,heavy,0.0,1.0,0.0,0.0,0.0
1761,heirs,0.0,1.0,0.0,0.0,0.0
1762,held,0.0,2.0,1.0,1.0,1.0
1763,help,0.0,26.0,14.0,15.0,14.0
1764,helped,0.0,1.0,0.0,0.0,0.0
1765,helpfree,0.0,1.0,0.0,0.0,0.0
1766,helpful,0.0,5.0,0.0,0.0,0.0
1767,helping,0.0,5.0,1.0,1.0,1.0
1768,helps,0.0,4.0,0.0,0.0,0.0
1769,hence,0.0,0.0,1.0,1.0,1.0
1770,henson,0.0,0.0,2.0,2.0,2.0
1771,her,0.0,2.0,0.0,0.0,0.0
1772,herald,0.0,1.0,0.0,0.0,0.0
1773,here,0.0,31.0,3.0,3.0,3.0
1774,hereby,0.0,2.0,0.0,0.0,0.0
1775,hereof,0.0,1.0,0.0,0.0,0.0
1776,here’s,0.0,1.0,1.0,1.0,1.0
1777,here”,0.0,1.0,0.0,0.0,0.0
1778,herself,0.0,1.0,0.0,0.0,0.0
1779,hidden,0.0,0.0,2.0,2.0,2.0
1780,hide,0.0,0.0,10.0,10.0,10.0
1781,hides,0.0,1.0,5.0,5.0,5.0
1782,hiding,0.0,0.0,1.0,1.0,1.0
1783,high,0.0,8.0,1.0,1.0,1.0
1784,higher,0.0,4.0,0.0,0.0,0.0
1785,highest,0.0,1.0,0.0,0.0,0.0
1786,highly,0.0,1.0,0.0,0.0,0.0
1787,hijacking,0.0,1.0,0.0,0.0,0.0
1788,hill,0.0,1.0,0.0,0.0,0.0
1789,hillpresident,0.0,1.0,0.0,0.0,0.0
1790,hipaa,0.0,4.0,10.0,10.0,10.0
1791,historic,0.0,2.0,0.0,0.0,0.0
1792,historical,0.0,1.0,0.0,0.0,0.0
1793,history,0.0,4.0,1.0,1.0,1.0
1794,hiv,0.0,72.0,15.0,15.0,15.0
1795,hmpxv,0.0,0.0,1.0,1.0,1.0
1796,hold,0.0,1.0,3.0,3.0,3.0
1797,holder,0.0,41.0,0.0,0.0,0.0
1798,holderid,0.0,39.0,0.0,0.0,0.0
1799,holders,0.0,1.0,0.0,0.0,0.0
1800,holds,0.0,1.0,0.0,0.0,0.0
1801,holes,0.0,0.0,2.0,2.0,2.0
1802,holistic,0.0,1.0,0.0,0.0,0.0
1803,hollow,0.0,0.0,16.0,16.0,16.0
1804,home,0.0,52.0,8.0,8.0,8.0
1805,homebook,0.0,39.0,0.0,0.0,0.0
1806,homeless,0.0,3.0,0.0,0.0,0.0
1807,homelessness,0.0,2.0,0.0,0.0,0.0
1808,homepage,0.0,0.0,8.0,8.0,8.0
1809,honest,0.0,5.0,0.0,0.0,0.0
1810,honor,0.0,2.0,0.0,0.0,0.0
1811,honoree,0.0,0.0,5.0,5.0,5.0
1812,honoreecontainer,0.0,0.0,1.0,1.0,1.0
1813,honoreeemail,0.0,0.0,1.0,1.0,1.0
1814,honoreeerror,0.0,0.0,1.0,1.0,1.0
1815,honoreefield,0.0,0.0,1.0,1.0,1.0
1816,honoring,0.0,2.0,0.0,0.0,0.0
1817,honortoggle,0.0,0.0,1.0,1.0,1.0
1818,hoodie,0.0,0.0,2.0,2.0,2.0
1819,hoodiesbaby,0.0,0.0,1.0,1.0,1.0
1820,hook,0.0,1.0,0.0,0.0,0.0
1821,hope,0.0,1.0,0.0,0.0,0.0
1822,hora,0.0,0.0,1.0,1.0,1.0
1823,hormonal,0.0,2.0,0.0,0.0,0.0
1824,hormone,0.0,4.0,15.0,15.0,15.0
1825,hospital,0.0,2.0,0.0,0.0,0.0
1826,hospitals,0.0,1.0,0.0,0.0,0.0
1827,hosting,0.0,1.0,0.0,0.0,0.0
1828,hostname,0.0,1.0,0.0,0.0,0.0
1829,hotfix,0.0,0.0,2.0,2.0,2.0
1830,hotseat,0.0,1.0,0.0,0.0,0.0
1831,houlton,0.0,3.0,0.0,0.0,0.0
1832,hour,0.0,2.0,1.0,2.0,1.0
1833,hours,0.0,13.0,8.0,8.0,8.0
1834,house,0.0,4.0,1.0,1.0,1.0
1835,household,0.0,6.0,0.0,1.0,0.0
1836,housing,0.0,1.0,0.0,0.0,0.0
1837,hover,0.0,0.0,1.0,1.0,1.0
1838,hovering,0.0,0.0,1.0,1.0,1.0
1839,how,0.0,74.0,23.0,24.0,23.0
1840,however,0.0,1.0,0.0,0.0,0.0
1841,hphc,0.0,0.0,1.0,1.0,1.0
1842,hpv,0.0,0.0,2.0,2.0,2.0
1843,href,0.0,2.0,0.0,0.0,0.0
1844,html,0.0,2.0,0.0,0.0,0.0
1845,hub,0.0,80.0,0.0,0.0,0.0
1846,hubabortion,0.0,39.0,0.0,0.0,0.0
1847,huge,0.0,1.0,0.0,0.0,0.0
1848,hulu's,0.0,1.0,0.0,0.0,0.0
1849,human,0.0,13.0,0.0,0.0,0.0
1850,hyperlinked,0.0,1.0,0.0,0.0,0.0
1851,i'd,0.0,2.0,2.0,2.0,2.0
1852,i'm,0.0,2.0,0.0,0.0,0.0
1853,icon,0.0,2.0,1.0,1.0,1.0
1854,iconarray,0.0,1.0,0.0,0.0,0.0
1855,idaho,0.0,0.0,3.0,3.0,3.0
1856,identification,0.0,4.0,0.0,0.0,0.0
1857,identified,0.0,1.0,0.0,0.0,0.0
1858,identifier,0.0,2.0,0.0,0.0,0.0
1859,identifies,0.0,3.0,0.0,0.0,0.0
1860,identify,0.0,5.0,1.0,1.0,1.0
1861,identity,0.0,9.0,4.0,4.0,4.0
1862,idle,0.0,1.0,0.0,0.0,0.0
1863,ids,0.0,1.0,0.0,0.0,0.0
1864,ifset,0.0,14.0,0.0,0.0,0.0
1865,ignore,0.0,0.0,2.0,2.0,2.0
1866,iho,0.0,0.0,6.0,6.0,6.0
1867,ihocount,0.0,0.0,1.0,1.0,1.0
1868,image,0.0,2.0,8.0,8.0,8.0
1869,imagine,0.0,1.0,0.0,0.0,0.0
1870,img,0.0,1.0,9.0,9.0,9.0
1871,immediate,0.0,1.0,1.0,1.0,1.0
1872,immediately,0.0,4.0,0.0,0.0,0.0
1873,imminent,0.0,1.0,0.0,0.0,0.0
1874,immune,0.0,6.0,0.0,0.0,0.0
1875,immunizations,0.0,2.0,1.0,1.0,1.0
1876,immunodeficiency,0.0,6.0,0.0,0.0,0.0
1877,imo,0.0,0.0,5.0,5.0,5.0
1878,imocount,0.0,0.0,1.0,1.0,1.0
1879,impact,0.0,0.0,7.0,7.0,7.0
1880,impacted,0.0,2.0,0.0,0.0,0.0
1881,impair,0.0,2.0,0.0,0.0,0.0
1882,impaired,0.0,1.0,0.0,0.0,0.0
1883,implant,0.0,0.0,2.0,2.0,2.0
1884,implants,0.0,1.0,1.0,1.0,1.0
1885,implement,0.0,3.0,0.0,0.0,0.0
1886,implementation,0.0,1.0,0.0,0.0,0.0
1887,implemented,0.0,1.0,0.0,0.0,0.0
1888,implied,0.0,4.0,0.0,0.0,0.0
1889,importance,0.0,2.0,0.0,0.0,0.0
1890,important,0.0,4.0,1.0,1.0,1.0
1891,impressing,0.0,1.0,0.0,0.0,0.0
1892,improper,0.0,1.0,0.0,0.0,0.0
1893,improve,0.0,9.0,6.0,6.0,6.0
1894,improvementour,0.0,1.0,0.0,0.0,0.0
1895,improves,0.0,3.0,0.0,0.0,0.0
1896,inability,0.0,4.0,0.0,0.0,0.0
1897,inaccuracies,0.0,1.0,0.0,0.0,0.0
1898,inappropriate,0.0,0.0,1.0,1.0,1.0
1899,inbox,0.0,1.0,0.0,0.0,0.0
1900,inc,0.0,2.0,1.0,1.0,1.0
1901,incentive,0.0,1.0,0.0,0.0,0.0
1902,incest,0.0,3.0,0.0,0.0,0.0
1903,incidental,0.0,1.0,0.0,0.0,0.0
1904,include,0.0,21.0,4.0,4.0,4.0
1905,included,0.0,6.0,2.0,2.0,2.0
1906,includes,0.0,4.0,1.0,1.0,1.0
1907,including,0.0,40.0,11.0,11.0,11.0
1908,inclusion,0.0,3.0,0.0,0.0,0.0
1909,inclusive,0.0,5.0,0.0,0.0,0.0
1910,income,0.0,9.0,0.0,0.0,0.0
1911,inconvenience,0.0,0.0,1.0,1.0,1.0
1912,incorporating,0.0,1.0,0.0,0.0,0.0
1913,incorrect,0.0,2.0,1.0,1.0,1.0
1914,increase,0.0,5.0,0.0,0.0,0.0
1915,increased,0.0,2.0,0.0,0.0,0.0
1916,increases,0.0,2.0,0.0,0.0,0.0
1917,increasingly,0.0,1.0,0.0,0.0,0.0
1918,incredible,0.0,1.0,0.0,0.0,0.0
1919,incremental,0.0,0.0,1.0,1.0,1.0
1920,incurred,0.0,1.0,0.0,0.0,0.0
1921,indemnification,0.0,1.0,0.0,0.0,0.0
1922,independence,0.0,1.0,1.0,1.0,1.0
1923,independent,0.0,5.0,8.0,8.0,8.0
1924,index,0.0,2.0,0.0,0.0,0.0
1925,indian,0.0,2.0,2.0,0.0,0.0
1926,indicate,0.0,3.0,0.0,0.0,0.0
1927,indicating,0.0,3.0,0.0,0.0,0.0
1928,indie,0.0,1.0,0.0,0.0,0.0
1929,individual,0.0,12.0,0.0,0.0,0.0
1930,individuals,0.0,7.0,0.0,0.0,0.0
1931,individual’s,0.0,1.0,0.0,0.0,0.0
1932,industry,0.0,2.0,0.0,0.0,0.0
1933,infants,0.0,4.0,1.0,1.0,1.0
1934,infected,0.0,6.0,0.0,0.0,0.0
1935,infection,0.0,9.0,0.0,0.0,0.0
1936,infections,0.0,9.0,5.0,5.0,5.0
1937,infectionscome,0.0,1.0,0.0,0.0,0.0
1938,infertility,0.0,0.0,1.0,1.0,1.0
1939,infinite,0.0,0.0,15.0,15.0,15.0
1940,inflammatory,0.0,3.0,0.0,0.0,0.0
1941,influx,0.0,1.0,0.0,0.0,0.0
1942,info,0.0,6.0,12.0,12.0,12.0
1943,infocon,0.0,0.0,1.0,1.0,1.0
1944,inforgot,0.0,0.0,0.0,1.0,1.0
1945,inform,0.0,5.0,0.0,0.0,0.0
1946,informarte,0.0,0.0,1.0,1.0,1.0
1947,information,0.0,241.0,36.0,37.0,37.0
1948,informational,0.0,2.0,1.0,1.0,1.0
1949,informationcomplete,0.0,1.0,0.0,0.0,0.0
1950,informationfor,0.0,40.0,0.0,0.0,0.0
1951,informationget,0.0,1.0,0.0,0.0,0.0
1952,informationmost,0.0,1.0,0.0,0.0,0.0
1953,informationraise,0.0,1.0,0.0,0.0,0.0
1954,informationyou,0.0,1.0,0.0,0.0,0.0
1955,information—backed,0.0,2.0,0.0,0.0,0.0
1956,informed,0.0,4.0,1.0,1.0,1.0
1957,inherit,0.0,0.0,1.0,1.0,1.0
1958,init,0.0,0.0,1.0,1.0,1.0
1959,initial,0.0,1.0,1.0,1.0,1.0
1960,initialize,0.0,0.0,1.0,1.0,1.0
1961,initiate,0.0,1.0,0.0,0.0,0.0
1962,initiative,0.0,1.0,1.0,1.0,1.0
1963,injectable,0.0,1.0,0.0,0.0,0.0
1964,injection,0.0,3.0,0.0,0.0,0.0
1965,injections,0.0,2.0,0.0,0.0,0.0
1966,injunction,0.0,2.0,0.0,0.0,0.0
1967,injunctive,0.0,1.0,0.0,0.0,0.0
1968,injuries,0.0,1.0,0.0,0.0,0.0
1969,injury,0.0,1.0,0.0,0.0,0.0
1970,inline,0.0,39.0,0.0,0.0,0.0
1971,inmessengerfacebook,0.0,0.0,0.0,1.0,1.0
1972,innovative,0.0,3.0,0.0,0.0,0.0
1973,input,0.0,2.0,3.0,3.0,3.0
1974,inquiries,0.0,2.0,0.0,0.0,0.0
1975,insemination,0.0,6.0,0.0,0.0,0.0
1976,insert,0.0,1.0,1.0,1.0,1.0
1977,insertion,0.0,2.0,0.0,0.0,0.0
1978,inserts,0.0,2.0,0.0,0.0,0.0
1979,inset,0.0,0.0,4.0,4.0,4.0
1980,inside,0.0,1.0,1.0,1.0,1.0
1981,insights,0.0,0.0,3.0,3.0,3.0
1982,inspire,0.0,1.0,0.0,0.0,0.0
1983,instagram,0.0,4.0,2.0,2.0,2.0
1984,install,0.0,1.0,0.0,0.0,0.0
1985,instanceof,0.0,0.0,150.0,150.0,150.0
1986,instances,0.0,1.0,0.0,0.0,0.0
1987,instantly,0.0,0.0,1.0,1.0,1.0
1988,instead,0.0,1.0,1.0,1.0,1.0
1989,institute,0.0,2.0,0.0,0.0,0.0
1990,institution,0.0,1.0,0.0,0.0,0.0
1991,institution's,0.0,1.0,0.0,0.0,0.0
1992,instruction,0.0,1.0,0.0,0.0,0.0
1993,instructions,0.0,3.0,0.0,0.0,0.0
1994,insurance,0.0,22.0,28.0,29.0,28.0
1995,insurances,0.0,0.0,2.0,2.0,2.0
1996,insurers,0.0,1.0,0.0,0.0,0.0
1997,integrated,0.0,1.0,0.0,0.0,0.0
1998,integration,0.0,0.0,2.0,2.0,2.0
1999,intellectual,0.0,2.0,0.0,0.0,0.0
2000,intended,0.0,11.0,0.0,0.0,0.0
2001,intensive,0.0,2.0,0.0,0.0,0.0
2002,intent,0.0,1.0,0.0,0.0,0.0
2003,interactive,0.0,2.0,0.0,0.0,0.0
2004,interest,0.0,3.0,0.0,0.0,0.0
2005,interested,0.0,6.0,0.0,0.0,0.0
2006,interests,0.0,1.0,0.0,0.0,0.0
2007,interfere,0.0,2.0,0.0,0.0,0.0
2008,intern,0.0,3.0,0.0,0.0,0.0
2009,internal,0.0,1.0,2.0,2.0,2.0
2010,international,0.0,2.0,0.0,0.0,0.0
2011,internet,0.0,8.0,3.0,3.0,3.0
2012,internship,0.0,1.0,0.0,0.0,0.0
2013,internships,0.0,0.0,1.0,1.0,1.0
2014,interpretation,0.0,0.0,4.0,4.0,4.0
2015,interpreter,0.0,0.0,2.0,2.0,2.0
2016,interpreters,0.0,1.0,2.0,2.0,2.0
2017,interpretive,0.0,1.0,0.0,0.0,0.0
2018,interrupt,0.0,0.0,1.0,1.0,1.0
2019,interruption,0.0,1.0,0.0,0.0,0.0
2020,intervene,0.0,0.0,1.0,1.0,1.0
2021,into,0.0,21.0,2.0,4.0,4.0
2022,intrauterine,0.0,4.0,0.0,0.0,0.0
2023,invalid,0.0,1.0,1.0,1.0,1.0
2024,invalidity,0.0,1.0,0.0,0.0,0.0
2025,invasive,0.0,2.0,0.0,0.0,0.0
2026,invest,0.0,1.0,0.0,0.0,0.0
2027,invested,0.0,1.0,0.0,0.0,0.0
2028,invited,0.0,1.0,0.0,0.0,0.0
2029,invoices,0.0,0.0,1.0,1.0,1.0
2030,involve,0.0,1.0,0.0,0.0,0.0
2031,involved,0.0,124.0,29.0,29.0,29.0
2032,involved—and,0.0,1.0,0.0,0.0,0.0
2033,involvement,0.0,1.0,0.0,0.0,0.0
2034,involves,0.0,2.0,0.0,0.0,0.0
2035,involving,0.0,1.0,0.0,0.0,0.0
2036,inyección,0.0,0.0,2.0,2.0,2.0
2037,irrevocable,0.0,1.0,0.0,0.0,0.0
2038,irrevocably,0.0,2.0,0.0,0.0,0.0
2039,irs,0.0,0.0,2.0,2.0,2.0
2040,isabelle,0.0,2.0,0.0,0.0,0.0
2041,isajaxenabled,0.0,3.0,0.0,0.0,0.0
2042,island,0.0,0.0,1.0,0.0,0.0
2043,isle,0.0,3.0,0.0,0.0,0.0
2044,ismonthlygift,0.0,0.0,2.0,2.0,2.0
2045,isn't,0.0,1.0,2.0,2.0,2.0
2046,isn’t,0.0,2.0,0.0,0.0,0.0
2047,isprofane,0.0,0.0,1.0,1.0,1.0
2048,issue,0.0,1.0,0.0,0.0,0.0
2049,issued,0.0,2.0,0.0,0.0,0.0
2050,issues,0.0,8.0,9.0,9.0,9.0
2051,issuesdo,0.0,1.0,0.0,0.0,0.0
2052,isthirdparty,0.0,1.0,0.0,0.0,0.0
2053,it's,0.0,5.0,5.0,5.0,5.0
2054,item,0.0,4.0,0.0,0.0,0.0
2055,itemize,0.0,1.0,0.0,0.0,0.0
2056,items,0.0,40.0,1.0,1.0,1.0
2057,iterate,0.0,0.0,2.0,2.0,2.0
2058,iteration,0.0,0.0,2.0,2.0,2.0
2059,itself,0.0,8.0,0.0,0.0,0.0
2060,itself—you,0.0,2.0,0.0,0.0,0.0
2061,it’s,0.0,14.0,0.0,0.0,0.0
2062,iud,0.0,12.0,4.0,4.0,4.0
2063,iui,0.0,6.0,0.0,0.0,0.0
2064,i’m,0.0,0.0,2.0,2.0,2.0
2065,jackson,0.0,2.0,0.0,0.0,0.0
2066,jams,0.0,3.0,0.0,0.0,0.0
2067,january,0.0,10.0,1.0,1.0,3.0
2068,jared,0.0,1.0,0.0,0.0,0.0
2069,javascript,0.0,3.0,4.0,4.0,4.0
2070,job,0.0,0.0,1.0,1.0,1.0
2071,jobs,0.0,0.0,13.0,13.0,13.0
2072,joe,0.0,1.0,0.0,0.0,0.0
2073,join,0.0,88.0,5.0,5.0,5.0
2074,joined,0.0,1.0,1.0,1.0,1.0
2075,joining,0.0,2.0,0.0,0.0,0.0
2076,joins,0.0,1.0,0.0,0.0,0.0
2077,journal,0.0,2.0,0.0,0.0,0.0
2078,journalists,0.0,1.0,0.0,0.0,0.0
2079,journey,0.0,1.0,0.0,0.0,0.0
2080,jquery,0.0,81.0,0.0,0.0,0.0
2081,json,0.0,0.0,4.0,4.0,4.0
2082,judge,0.0,3.0,0.0,0.0,0.0
2083,judgement,0.0,1.0,0.0,0.0,0.0
2084,juice,0.0,1.0,0.0,0.0,0.0
2085,july,0.0,10.0,0.0,0.0,0.0
2086,jump,0.0,1.0,0.0,0.0,0.0
2087,june,0.0,17.0,2.0,2.0,2.0
2088,jurisdiction,0.0,2.0,0.0,0.0,0.0
2089,jury,0.0,2.0,0.0,0.0,0.0
2090,just,0.0,17.0,8.0,8.0,8.0
2091,justice,0.0,20.0,0.0,0.0,0.0
2092,jwho,0.0,1.0,0.0,0.0,0.0
2093,jynneos,0.0,1.0,0.0,0.0,0.0
2094,kamala,0.0,1.0,0.0,0.0,0.0
2095,kathryn,0.0,3.0,0.0,0.0,0.0
2096,keep,0.0,12.0,5.0,5.0,5.0
2097,keeping,0.0,1.0,0.0,1.0,0.0
2098,keeps,0.0,0.0,2.0,2.0,2.0
2099,kent,0.0,1.0,0.0,0.0,0.0
2100,kentucky,0.0,0.0,7.0,7.0,7.0
2101,kept,0.0,0.0,2.0,2.0,2.0
2102,key,0.0,42.0,3.0,3.0,3.0
2103,keyboard,0.0,1.0,0.0,0.0,0.0
2104,keydown,0.0,39.0,0.0,0.0,0.0
2105,keynote,0.0,4.0,0.0,0.0,0.0
2106,keypress,0.0,39.0,1.0,1.0,1.0
2107,keys,0.0,2.0,4.0,3.0,3.0
2108,keyup,0.0,39.0,0.0,0.0,0.0
2109,kicked,0.0,1.0,0.0,0.0,0.0
2110,kidney,0.0,2.0,0.0,0.0,0.0
2111,kids,0.0,4.0,0.0,0.0,0.0
2112,kidshealth,0.0,5.0,0.0,0.0,0.0
2113,kids’,0.0,1.0,0.0,0.0,0.0
2114,kind,0.0,4.0,0.0,0.0,0.0
2115,kinds,0.0,1.0,0.0,0.0,0.0
2116,kitts,0.0,2.0,2.0,0.0,0.0
2117,know,0.0,29.0,13.0,13.0,13.0
2118,knowledge,0.0,5.0,1.0,1.0,1.0
2119,knowledgeable,0.0,1.0,0.0,0.0,0.0
2120,known,0.0,1.0,1.0,1.0,1.0
2121,kozak,0.0,1.0,0.0,0.0,0.0
2122,lab,0.0,1.0,4.0,4.0,4.0
2123,label,0.0,1.0,102.0,102.0,102.0
2124,labels,0.0,0.0,1.0,1.0,1.0
