,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
4874,runoff,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4875,runs,0.0,10.0,5.0,0.0,0.0,0.0,5.0
4876,russian,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4877,safe,1.0,16.0,4.0,0.0,4.0,1.0,4.0
4878,safeabortion,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4879,safeguard,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4880,safeguarding,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4881,safeguards,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4882,safely,0.0,0.0,2.0,0.0,1.0,0.0,2.0
4883,safer,0.0,5.0,1.0,0.0,0.0,0.0,1.0
4884,safest,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4885,safety,3.0,12.0,0.0,0.0,6.0,4.0,0.0
4886,safetyhow,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4887,said,0.0,3.0,0.0,0.0,1.0,0.0,0.0
4888,sailor’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4889,sale,0.0,11.0,0.0,0.0,0.0,2.0,0.0
4890,sales,0.0,0.0,0.0,0.0,5.0,0.0,0.0
4891,salesforce,0.0,2.0,1.0,0.0,0.0,0.0,1.0
4892,salina,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,salon,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4894,salvador,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4895,same,1.0,70.0,0.0,0.0,4.0,3.0,2.0
4896,sample,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4897,samples,0.0,6.0,0.0,0.0,0.0,0.0,0.0
4898,san,3.0,12.0,0.0,0.0,0.0,0.0,0.0
4899,sand,0.0,6.0,0.0,0.0,0.0,0.0,0.0
4900,sanger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4901,sans,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4902,sar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4903,sasheer,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4904,sat,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4905,satellite,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4906,satelliteseveresevere,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4907,satisfy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4908,saturday,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4909,saturdays,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4910,save,0.0,12.0,3.0,0.0,3.0,3.0,3.0
4911,saved,0.0,1.0,0.0,0.0,7.0,5.0,0.0
4912,saves,0.0,1.0,0.0,0.0,2.0,0.0,0.0
4913,saving,0.0,0.0,0.0,0.0,2.0,1.0,0.0
4914,savings,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4915,say,4.0,43.0,0.0,0.0,0.0,4.0,0.0
4916,saying,0.0,11.0,0.0,0.0,0.0,0.0,0.0
4917,says,3.0,1.0,0.0,0.0,0.0,0.0,0.0
4918,scale,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4919,scare,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4920,scared,1.0,2.0,0.0,0.0,0.0,0.0,0.0
4921,scares,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4922,scarring,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4923,scarvestravelhome,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4924,scary,2.0,2.0,0.0,0.0,1.0,0.0,0.0
4925,schedule,8.0,11.0,8.0,0.0,10.0,1.0,8.0
4926,scheduled,1.0,2.0,0.0,0.0,0.0,2.0,0.0
4927,scheduling,3.0,4.0,3.0,0.0,0.0,1.0,3.0
4928,schoenen,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4929,school,5.0,7.0,0.0,0.0,8.0,0.0,0.0
4930,schools,0.0,2.0,1.0,0.0,0.0,0.0,1.0
4931,science,0.0,0.0,0.0,0.0,4.0,0.0,0.0
4932,scientific,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4933,scientifically,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4934,scientists,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4935,scope,0.0,0.0,0.0,0.0,0.0,3.0,0.0
4936,scorecard,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4937,scotus,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4938,scramble,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4939,screen,0.0,42.0,18.0,0.0,13.0,33.0,18.0
4940,screening,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4941,screenings,0.0,1.0,1.0,0.0,0.0,0.0,1.0
4942,scripción,0.0,0.0,0.0,0.0,1.0,2.0,0.0
4943,script,0.0,8.0,2.0,0.0,1.0,2.0,2.0
4944,scriptfallback,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4945,scriptid,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4946,scripts,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4947,search,24.0,142.0,43.0,0.0,2.0,2.0,43.0
4948,searched,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4949,searching,0.0,0.0,0.0,0.0,0.0,2.0,0.0
4950,seasonal,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4951,seattle,3.0,0.0,0.0,0.0,0.0,0.0,0.0
4952,seattleweekly,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4953,second,3.0,6.0,3.0,0.0,1.0,0.0,3.0
4954,seconds,0.0,46.0,41.0,0.0,0.0,0.0,41.0
4955,secret,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4956,secretary,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4957,secretions,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4958,secs,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4959,section,0.0,10.0,5.0,0.0,2.0,5.0,5.0
4960,sectionbackground,0.0,0.0,0.0,0.0,2.0,0.0,0.0
4961,sections,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4962,secure,1.0,4.0,0.0,0.0,1.0,16.0,0.0
4963,securely,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4964,securities,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4965,security,5.0,6.0,0.0,0.0,2.0,15.0,0.0
4966,sedation,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4967,sedative,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,sedgwick,4.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,see,15.0,53.0,10.0,0.0,8.0,9.0,12.0
4970,seeing,0.0,1.0,0.0,0.0,5.0,0.0,0.0
4971,seek,6.0,1.0,0.0,0.0,0.0,1.0,0.0
4972,seeking,14.0,11.0,2.0,0.0,0.0,1.0,2.0
4973,seeks,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4974,seem,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4975,seems,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4976,seen,1.0,3.0,0.0,0.0,2.0,0.0,0.0
4977,segment,0.0,0.0,2.0,0.0,0.0,0.0,2.0
4978,segoe,0.0,8.0,2.0,0.0,0.0,6.0,2.0
4979,segue,0.0,4.0,4.0,0.0,0.0,0.0,4.0
4980,select,0.0,20.0,12.0,0.0,2.0,23.0,12.0
4981,selected,0.0,16.0,9.0,0.0,1.0,1.0,9.0
4982,selecting,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4983,selection,0.0,4.0,1.0,0.0,0.0,0.0,1.0
4984,selects,0.0,9.0,4.0,0.0,0.0,0.0,4.0
4985,self,2.0,0.0,0.0,0.0,2.0,0.0,0.0
4986,selfcheckintimeout,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4987,sell,0.0,1.0,0.0,0.0,2.0,1.0,0.0
4988,semen,0.0,6.0,0.0,0.0,0.0,0.0,0.0
4989,semester,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4990,senate,11.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,send,0.0,21.0,5.0,0.0,0.0,14.0,5.0
4992,sendbeacon,0.0,4.0,0.0,0.0,0.0,0.0,0.0
4993,sending,0.0,0.0,0.0,0.0,0.0,4.0,0.0
4994,senior,0.0,0.0,14.0,0.0,0.0,0.0,14.0
4995,sense,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4996,sensitive,0.0,9.0,0.0,0.0,0.0,1.0,0.0
4997,sensitivity,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4998,sent,1.0,7.0,2.0,0.0,2.0,11.0,2.0
4999,sentinel,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,sep,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5001,separate,0.0,2.0,1.0,0.0,0.0,0.0,1.0
5002,separately,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5003,separating,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5004,september,3.0,0.0,0.0,0.0,0.0,0.0,0.0
5005,septembermore,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5006,serious,0.0,20.0,0.0,0.0,0.0,2.0,0.0
5007,serve,2.0,2.0,2.0,0.0,0.0,1.0,2.0
5008,served,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5009,server,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5010,servers,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5011,serves,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5012,service,5.0,58.0,8.0,0.0,2.0,13.0,8.0
5013,services,74.0,147.0,42.0,0.0,1.0,22.0,40.0
5014,servicesabortionplan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5015,serviceshow,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5016,servicesplan,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5017,servicespregnancy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,serving,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5019,session,0.0,3.0,0.0,0.0,0.0,2.0,0.0
5020,sessions,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5021,sessionstorage,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5022,sessiontimeout,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5023,set,1.0,47.0,16.0,0.0,1.0,10.0,16.0
5024,setcookieifconversion,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5025,sets,1.0,0.0,0.0,0.0,0.0,1.0,0.0
5026,setting,0.0,3.0,1.0,0.0,0.0,1.0,1.0
5027,settings,0.0,2.0,3.0,0.0,0.0,0.0,3.0
5028,settingsdata,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5029,settingsreview,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5030,settled,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5031,setup,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5032,seven,0.0,17.0,0.0,0.0,1.0,0.0,0.0
5033,several,0.0,14.0,0.0,0.0,2.0,0.0,0.0
5034,severe,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5035,severely,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5036,sex,0.0,135.0,19.0,0.0,0.0,0.0,19.0
5037,sexual,0.0,57.0,21.0,0.0,0.0,0.0,21.0
5038,sexuality,0.0,5.0,1.0,0.0,0.0,0.0,1.0
5039,sexually,0.0,9.0,4.0,0.0,0.0,0.0,4.0
5040,shall,0.0,3.0,0.0,0.0,0.0,3.0,0.0
5041,sham,0.0,0.0,2.0,0.0,0.0,0.0,2.0
5042,shape,0.0,1.0,0.0,0.0,1.0,0.0,0.0
5043,shapes,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5044,shaping,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5045,share,28.0,27.0,16.0,0.0,4.0,41.0,16.0
5046,shared,0.0,3.0,1.0,0.0,0.0,4.0,1.0
5047,sharing,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5048,she,1.0,31.0,0.0,0.0,0.0,0.0,0.0
5049,shelf,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5050,sheridan,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5051,she’s,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5052,shift,1.0,2.0,2.0,0.0,0.0,0.0,2.0
5053,shifting,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5054,shimmer,0.0,0.0,9.0,0.0,0.0,0.0,9.0
5055,ship,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5056,shipment,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5057,shipments,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5058,shipped,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5059,shipping,0.0,10.0,3.0,0.0,0.0,0.0,3.0
5060,shirt,0.0,9.0,0.0,0.0,0.0,0.0,0.0
5061,shocks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5062,shoelace,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5063,shop,1.0,41.0,12.0,0.0,0.0,0.0,12.0
5064,shopify,0.0,6.0,0.0,0.0,0.0,0.0,0.0
5065,shopping,1.0,2.0,0.0,0.0,0.0,0.0,0.0
5066,short,0.0,5.0,0.0,0.0,0.0,0.0,0.0
5067,shorthand,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5068,shot,1.0,41.0,2.0,0.0,0.0,0.0,2.0
5069,shots,0.0,6.0,0.0,0.0,0.0,0.0,0.0
5070,shotthe,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5071,shot—just,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5072,should,2.0,64.0,3.0,0.0,2.0,6.0,3.0
5073,shouldn’t,1.0,14.0,0.0,0.0,0.0,0.0,0.0
5074,shovel,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5075,show,1.0,23.0,10.0,0.0,3.0,1.0,10.0
5076,showcase,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5077,showing,1.0,5.0,2.0,0.0,0.0,0.0,2.0
5078,shown,0.0,3.0,1.0,0.0,4.0,0.0,1.0
5079,shows,1.0,0.0,0.0,0.0,2.0,0.0,0.0
5080,shut,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5081,shutdown,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5082,sick,2.0,2.0,0.0,0.0,1.0,0.0,0.0
5083,side,3.0,80.0,0.0,0.0,1.0,2.0,0.0
5084,sidecolumn,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5085,sided,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5086,sides,1.0,2.0,0.0,0.0,0.0,1.0,0.0
5087,sign,4.0,15.0,11.0,0.0,4.0,17.0,11.0
5088,signature,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5089,signatures,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5090,signed,1.0,5.0,1.0,0.0,0.0,1.0,1.0
5091,significance,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5092,significant,2.0,1.0,0.0,0.0,0.0,1.0,0.0
5093,signifies,0.0,0.0,0.0,0.0,1.0,2.0,0.0
5094,signin,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5095,signing,0.0,0.0,0.0,0.0,1.0,5.0,0.0
5096,signs,3.0,0.0,0.0,0.0,3.0,0.0,0.0
5097,silicone,0.0,6.0,0.0,0.0,0.0,0.0,0.0
5098,silver,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5099,similar,0.0,6.0,0.0,0.0,0.0,0.0,0.0
5100,simple,0.0,5.0,1.0,0.0,0.0,0.0,1.0
5101,simplified,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5102,simply,0.0,4.0,0.0,0.0,0.0,2.0,0.0
5103,since,3.0,14.0,0.0,0.0,0.0,0.0,0.0
5104,sincerity,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5105,sinembargo,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5106,single,3.0,27.0,2.0,0.0,0.0,0.0,2.0
5107,singnin,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5108,sit,0.0,8.0,0.0,0.0,1.0,0.0,0.0
5109,site,15.0,57.0,7.0,0.0,13.0,5.0,7.0
5110,sitemap,6.0,2.0,3.0,0.0,0.0,0.0,3.0
5111,sitemapstaff,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5112,sites,0.0,3.0,0.0,0.0,0.0,2.0,0.0
5113,sits,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5114,sitting,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5115,situation,0.0,4.0,0.0,0.0,0.0,1.0,0.0
5116,situations,0.0,3.0,0.0,0.0,0.0,2.0,0.0
5117,six,0.0,19.0,1.0,0.0,0.0,1.0,1.0
5118,size,0.0,6.0,0.0,0.0,0.0,1.0,0.0
5119,sized,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5120,sizes,0.0,2.0,2.0,0.0,0.0,0.0,2.0
5121,skeptics,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5122,ski,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5123,skier,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5124,skiing,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5125,skillexternal,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5126,skills,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5127,skin,0.0,8.0,0.0,0.0,0.0,0.0,0.0
5128,skip,19.0,15.0,1.0,0.0,2.0,1.0,1.0
5129,skipping,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5130,sky,2.0,2.0,0.0,0.0,0.0,0.0,0.0
5131,skyla,0.0,5.0,1.0,0.0,0.0,0.0,1.0
5132,slamming,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5133,slams,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5134,sleeve,0.0,0.0,3.0,0.0,0.0,0.0,3.0
5135,sleeves,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5136,slide,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5137,slip,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5138,slipped—anything,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5139,slippery,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5140,slipping,0.0,2.0,0.0,0.0,2.0,0.0,0.0
5141,slips,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5142,slope,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5143,slot,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5144,slovenčinaspain,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5145,slow,0.0,3.0,1.0,0.0,0.0,0.0,1.0
5146,slowly,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5147,smaine,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5148,small,0.0,24.0,4.0,0.0,0.0,0.0,4.0
5149,small—just,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5150,smart,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5151,smartest,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5152,smear,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5153,smile,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5154,smith,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5155,smokers,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5156,smoking,0.0,8.0,0.0,0.0,0.0,0.0,0.0
5157,smooth,0.0,2.0,1.0,0.0,0.0,0.0,1.0
5158,smoothly,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5159,snacks,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5160,snapshot,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5161,snow,0.0,0.0,0.0,0.0,27.0,0.0,0.0
5162,snowboarding,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5163,snowfall,0.0,0.0,0.0,0.0,6.0,0.0,0.0
5164,snowfeatured,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5165,snowflakes,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5166,snowman,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5167,snowy,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5168,soap,0.0,12.0,0.0,0.0,0.0,0.0,0.0
5169,soaps,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5170,sobre,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5171,social,0.0,8.0,4.0,0.0,1.0,2.0,4.0
5172,society,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5173,socket,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5174,socks,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5175,soft,1.0,3.0,0.0,0.0,0.0,0.0,0.0
5176,software,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5177,solar,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5178,sold,0.0,5.0,0.0,0.0,1.0,0.0,0.0
5179,sole,0.0,0.0,0.0,0.0,0.0,4.0,0.0
5180,solely,0.0,3.0,0.0,0.0,1.0,3.0,0.0
5181,solid,2.0,30.0,98.0,0.0,36.0,23.0,98.0
5182,solution,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5183,solutions,0.0,2.0,0.0,0.0,0.0,1.0,0.0
5184,some,12.0,88.0,3.0,0.0,9.0,7.0,3.0
5185,someone,2.0,10.0,3.0,0.0,0.0,7.0,3.0
5186,something,5.0,31.0,1.0,0.0,2.0,0.0,1.0
5187,something's,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5188,sometime,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5189,sometimes,2.0,7.0,0.0,0.0,0.0,1.0,0.0
5190,son,0.0,6.0,6.0,0.0,0.0,0.0,6.0
5191,sonogram,0.0,2.0,0.0,0.0,3.0,2.0,0.0
5192,sonograma,0.0,0.0,0.0,0.0,1.0,2.0,0.0
5193,sonoran,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5194,son’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5195,soon,1.0,28.0,2.0,0.0,4.0,8.0,2.0
5196,sooner,0.0,7.0,0.0,0.0,0.0,0.0,0.0
5197,sorry,0.0,0.0,4.0,0.0,0.0,0.0,4.0
5198,sortoption,0.0,8.0,0.0,0.0,0.0,0.0,0.0
5199,sound,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5200,sounds,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5201,source,0.0,4.0,2.0,0.0,1.0,4.0,2.0
5202,sourceproviding,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5203,sources,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5204,south,5.0,19.0,5.0,0.0,3.0,0.0,5.0
5205,southeast,0.0,8.0,4.0,0.0,0.0,0.0,4.0
5206,southeastern,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5207,southern,1.0,12.0,3.0,0.0,0.0,0.0,3.0
5208,southwest,0.0,24.0,6.0,0.0,2.0,0.0,6.0
5209,southwestern,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5210,space,0.0,6.0,0.0,0.0,3.0,0.0,0.0
5211,spam,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5212,span,1.0,9.0,9.0,0.0,0.0,2.0,9.0
5213,spanish,7.0,2.0,0.0,0.0,0.0,1.0,0.0
5214,spanishlinktext,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5215,spanishurltemplate,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5216,sparks,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5217,speak,5.0,5.0,6.0,0.0,0.0,1.0,6.0
5218,speaking,1.0,2.0,0.0,0.0,0.0,0.0,0.0
5219,special,1.0,1.0,0.0,0.0,0.0,2.0,0.0
5220,specialists,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5221,specialties,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5222,specialty,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5223,specific,5.0,6.0,2.0,0.0,0.0,5.0,2.0
5224,specifically,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5225,spectators,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5226,spectrum,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5227,speed,0.0,0.0,0.0,0.0,4.0,0.0,0.0
5228,spend,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5229,spending,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5230,sperm,0.0,30.0,0.0,0.0,0.0,0.0,0.0
5231,spermicidal,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5232,spermicide,0.0,38.0,0.0,0.0,0.0,0.0,0.0
5233,spermicides,0.0,8.0,0.0,0.0,0.0,0.0,0.0
5234,spiegel,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5235,spill,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5236,spinimage,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5237,spinning,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5238,splintered,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5239,split,1.0,0.0,0.0,0.0,2.0,0.0,0.0
5240,splurging,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5241,spoke,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5242,sponge,0.0,42.0,0.0,0.0,0.0,0.0,0.0
5243,sponges,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5244,sponge—you,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5245,spot,0.0,8.0,7.0,0.0,0.0,0.0,7.0
5246,spotlight,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5247,spotted,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5248,spotting,0.0,8.0,0.0,0.0,0.0,0.0,0.0
5249,spread,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5250,spreading,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5251,spreads,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5252,spring,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5253,square,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5254,squat,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5255,squeeze,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5256,squish,0.0,4.0,0.0,0.0,0.0,0.0,0.0
5257,squishy,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5258,ssc,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5259,ssr,0.0,6.0,2.0,0.0,0.0,4.0,2.0
5260,staff,14.0,10.0,2.0,0.0,0.0,6.0,2.0
5261,staffed,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5262,staffers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5263,stages,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5264,staggering,0.0,0.0,0.0,0.0,4.0,0.0,0.0
5265,stalking,8.0,0.0,0.0,0.0,0.0,0.0,0.0
5266,stamp,0.0,1.0,1.0,0.0,0.0,0.0,1.0
5267,stand,2.0,2.0,3.0,0.0,0.0,0.0,3.0
5268,standard,1.0,11.0,1.0,0.0,0.0,1.0,1.0
5269,standing,0.0,2.0,1.0,0.0,0.0,0.0,1.0
5270,star,8.0,1.0,0.0,0.0,0.0,0.0,0.0
5271,stars,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5272,start,0.0,24.0,6.0,0.0,3.0,1.0,6.0
5273,started,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5274,starting,0.0,4.0,0.0,0.0,0.0,1.0,0.0
5275,starts,0.0,3.0,0.0,0.0,2.0,2.0,0.0
